name,height,p_profession
Ben Elton,170,"writer,actor,producer"
Cary Elwes,180,"actor,producer,soundtrack"
Ron Ely,194,"actor,director"
Kelly Emberg,173,actress
Ethan Embry,178,"actor,producer,soundtrack"
Hope Emerson,188,"actress,soundtrack"
Fabolous,180,"actor,soundtrack,composer"
Cesc Fàbregas,177,actor
Peter Facinelli,178,"actor,director,producer"
O-T Fagbenle,182,"actor,writer,director"
Bill Fagerbakke,198,"actor,soundtrack,music_department"
Damien Fahey,187,"producer,actor,miscellaneous"
Jeff Fahey,183,"actor,producer,miscellaneous"
Matthew Fahey,178,"actor,producer,writer"
Siobhan Fahey,163,"soundtrack,actress,composer"
Meghann Fahy,168,actress
Priscilla Faia,164,"actress,writer"
Sam Faiers,165,actress
Erling Haaland,195,actor
Lukas Haas,180,"actor,soundtrack,music_department"
Shruti Haasan,170,"actress,music_department,soundtrack"
Sarah Habel,157,actress
Eva Habermann,170,"actress,producer,writer"
Keith Habersberger,190,"actor,producer,editor"
Shelley Hack,171,"actress,producer,executive"
Buddy Hackett,168,"actor,soundtrack,writer"
Leah Hackett,162,actress
Gene Hackman,188,"actor,soundtrack,producer"
Tiffany Haddish,167,"actress,producer,writer"
Laura Haddock,170,actress
Dayle Haddon,168,actress
Tallulah Haddon,159,actress
Bill Hader,185,"actor,writer,producer"
Anwar Hadid,185,"actor,producer"
Bella Hadid,173,actress
Katy B,159,"soundtrack,actress,composer"
Alessandro Babalola,191,actor
Barbara Babcock,173,actress
Barbara Babcock,173,miscellaneous
Babe Ruth,187,"actor,soundtrack,writer"
Lauren Bacall,171,"actress,soundtrack"
Morena Baccarin,170,"actress,producer"
Barbara Bach,170,"actress,soundtrack"
Catherine Bach,171,"actress,soundtrack"
Sebastian Bach,191,"music_artist,actor,soundtrack"
Abhishek Bachchan,187,"actor,music_department,soundtrack"
Amitabh Bachchan,188,"actor,producer,writer"
Steve Bacic,185,"actor,producer,director"
Steve Backshall,182,"producer,actor,writer"
Christopher Backus,192,actor
Elyes Gabel,183,"actor,director,producer"
Seth Gabel,178,"actor,producer"
Jean Gabin,173,"actor,soundtrack,producer"
Clark Gable,184,"actor,soundtrack,producer"
Eva Gabor,157,"actress,soundtrack"
Zsa Zsa Gabor,163,"actress,soundtrack"
Andrea Gabriel,156,"actress,producer,writer"
Betty Gabriel,163,actress
Peter Gabriel,179,"music_artist,soundtrack,composer"
Seychelle Gabriel,159,"actress,soundtrack"
Gabrielle,165,"soundtrack,actress,composer"
Monique Gabrielle,168,"actress,producer,executive"
Tati Gabrielle,170,"actress,soundtrack"
Heavy D,189,"music_department,actor,soundtrack"
Heavy D,189,"actor,director,writer"
Gino D'Acampo,173,actor
Nicholas D'Agosto,187,"actor,soundtrack"
Charli D'Amelio,160,"actress,director,composer"
D'Angelo,168,"soundtrack,actor,composer"
Beverly D'Angelo,157,"actress,soundtrack,producer"
Josie D'Arby,175,"actress,soundtrack"
Emma D'Arcy,171,actor
James D'Arcy,190,"actor,director,writer"
Chris D'Elia,188,"actor,writer,producer"
Donna D'Errico,163,"actress,director,producer"
Vincent D'Onofrio,192,"actor,producer,soundtrack"
Brooke D'Orsay,165,"actress,soundtrack,stunts"
Michael Emerson,174,"actor,soundtrack"
Julie Ann Emery,163,"actress,director,producer"
Lisa Emery,164,"actress,soundtrack"
Eminem,172,"music_artist,soundtrack,actor"
Nathalie Emmanuel,170,"actress,producer"
Noah Emmerich,189,"actor,director"
Robert Emms,178,"actor,composer"
Harry Enfield,178,"actor,writer,producer"
Louis C.K.,182,"writer,producer,actor"
James Caan,177,"actor,soundtrack,director"
Scott Caan,165,"actor,writer,producer"
Yolanthe Cabau,167,"actress,producer,script_department"
Camila Cabello,157,"music_artist,soundtrack,actress"
Susan Cabot,157,"actress,soundtrack"
Angelique Cabral,165,"actress,producer,writer"
Santiago Cabrera,182,"actor,soundtrack"
Mary Cadorette,166,actress
Inga Cadranel,166,actress
Adolph Caesar,170,actor
Sid Caesar,183,"actor,producer,soundtrack"
Christopher Fairbank,169,"actor,soundtrack"
Douglas Fairbanks,170,"actor,producer,writer"
Craig Fairbrass,189,"actor,producer,writer"
Karen Fairchild,170,"actress,soundtrack,writer"
Morgan Fairchild,163,"actress,soundtrack,producer"
Michelle Fairley,165,actress
Michael Fairman,178,"actor,writer,director"
Donald Faison,180,"actor,soundtrack,producer"
Frankie Faison,187,"actor,soundtrack"
Gigi Hadid,176,"actress,director"
Yolanda Hadid,173,"producer,actress"
Sarah Hadland,156,"actress,soundtrack"
Tony Hadley,192,"actor,soundtrack,composer"
Mark Hadlow,168,"actor,soundtrack"
Molly Hagan,165,"actress,writer,casting_director"
Sarah Hagan,170,"actress,sound_department,soundtrack"
Jean Hagen,163,"actress,soundtrack"
Kristen Hager,168,actress
Julie Hagerty,173,"actress,soundtrack"
Daisy Haggard,168,"actress,writer,producer"
Dan Haggerty,185,"actor,miscellaneous,producer"
Dean Haglund,180,"actor,writer,producer"
Larry Hagman,184,"actor,producer,director"
Kevin Bacon,178,"actor,producer,soundtrack"
Richard Bacon,187,"writer,producer,actor"
Sosie Bacon,163,"actress,producer"
Yetide Badaki,162,"actress,producer,writer"
David Baddiel,173,"writer,soundtrack,actor"
Diedrich Bader,188,"actor,soundtrack,producer"
Penn Badgley,175,"actor,producer,director"
Annette Badland,159,"actress,soundtrack"
Jane Badler,164,"actress,producer,soundtrack"
Buddy Baer,199,"actor,soundtrack"
Paloma Baeza,160,"actress,director,writer"
Zak Bagans,183,"producer,writer,editor"
Larry Bagby,183,"actor,soundtrack,producer"
Lorri Bagley,178,actress
Josh Gad,168,"actor,producer,writer"
Sabina Gadecki,173,actress
Peter Gadiot,180,"actor,director,writer"
Sarah Gadon,160,"actress,director,producer"
Gal Gadot,176,"actress,producer,soundtrack"
Jim Gaffigan,183,"actor,writer,producer"
Dean Gaffney,166,actor
Lukas Gage,175,"actor,writer,soundtrack"
Ryan Gage,178,"actor,director,producer"
Bruno Gagliasso,166,"actor,producer"
Dave Gahan,178,"music_department,actor,composer"
Max Gail,183,"actor,director,writer"
Courtney Gains,180,"actor,producer,director"
Charlotte Gainsbourg,171,"actress,soundtrack,writer"
Da Brat,165,"producer,actress,soundtrack"
Ewa Da Cruz,170,actress
Mark Dacascos,175,"actor,stunts,director"
Alexandra Daddario,170,"actress,producer,soundtrack"
Matthew Daddario,191,"actor,producer,director"
Cameron Daddo,188,"actor,producer,director"
Willem Dafoe,170,"actor,soundtrack,producer"
Rana Daggubati,189,"actor,producer"
Arlene Dahl,170,"actress,soundtrack,costume_department"
Julie Engelbrecht,168,actress
Ruth England,161,"producer,actress,miscellaneous"
Alice Englert,167,"actress,director,writer"
Robert Englund,177,"actor,miscellaneous,soundtrack"
Jessica Ennis,165,"production_designer,producer,director"
Alfred Enoch,191,actor
Mireille Enos,157,actress
Michael Ensign,185,actor
John Entwistle,182,"soundtrack,actor,music_department"
Vicky Entwistle,154,actress
Enya,157,"music_artist,soundtrack,music_department"
Molly Ephraim,155,"actress,soundtrack"
Brenda Epperson,174,"actress,producer,soundtrack"
Mike Epps,183,"actor,producer,writer"
Omar Epps,178,"actor,music_department,producer"
Yousef Erakat,177,"actor,producer,director"
Kathryn Erbe,162,"actress,miscellaneous"
Leif Erickson,192,"actor,soundtrack"
Nicolas Cage,183,"actor,producer,soundtrack"
James Cagney,165,"actor,soundtrack,director"
Eddie Cahill,187,actor
Kerry Cahill,183,"actress,producer"
Colbie Caillat,173,"music_artist,soundtrack,actress"
Dean Cain,182,"actor,producer,writer"
Michael Caine,187,"actor,producer,soundtrack"
Leah Cairns,164,actress
Julie Caitlin Brown,183,"actress,talent_agent,producer"
Jonathan Cake,189,"actor,director,writer"
May Calamawy,168,actress
Clare Calbraith,160,actress
Kimberly Caldwell,163,"soundtrack,actress"
Jessie J,173,actress
Jessie J,173,"music_artist,soundtrack,actress"
Tony Jaa,168,"actor,stunts,producer"
Constance Jablonski,180,actress
Michael Jace,191,actor
Hugh Jackman,188,"actor,soundtrack,producer"
Alan Jackson,193,"music_artist,soundtrack,actor"
Amy Jackson,168,"actress,soundtrack"
Andrew Jackson,189,"actor,writer,casting_director"
Andrew Jackson,189,writer
Andrew Jackson,189,"miscellaneous,location_management"
Brandon T. Jackson,171,"actor,producer,writer"
Charlotte Jackson,168,actress
Cheyenne Jackson,191,"actor,soundtrack,producer"
Christopher Jackson,184,actor
Colin Jackson,180,actor
Adam Faith,165,"actor,soundtrack"
Paloma Faith,160,"soundtrack,actress,composer"
Marianne Faithfull,163,"soundtrack,actress,music_department"
Florence Faivre,174,actress
Nargis Fakhri,171,actress
Lola Falana,165,"actress,soundtrack"
Edie Falco,165,"actress,producer,soundtrack"
Jenni Falconer,173,"actress,writer"
Peter Falk,168,"actor,producer,soundtrack"
Jimmy Fallon,182,"writer,soundtrack,producer"
Lucy Fallon,155,actress
Hampton Fancher,191,"actor,writer,director"
Big K.R.I.T.,182,"soundtrack,actor,composer"
Meredith Hagner,162,"actress,soundtrack"
Garrick Hagon,175,"actor,director,soundtrack"
Kathryn Hahn,165,"actress,soundtrack,producer"
Nikki Hahn,159,actress
Stacy Haiduk,170,"actress,producer"
David Haig,175,"actor,writer,producer"
Amy Bailey,173,"actress,producer"
Bill Bailey,172,actor
Bill Bailey,172,"soundtrack,actor"
Bill Bailey,172,"actor,writer,composer"
Bill Bailey,172,actor
Candace Bailey,168,actress
Cynthia Bailey,175,actress
Donnaleigh Bailey,170,"actress,soundtrack"
Eion Bailey,178,"actor,producer,director"
Halle Bailey,157,"actress,soundtrack,composer"
Imogen Bailey,155,"actress,soundtrack"
Jonathan Bailey,180,"actor,soundtrack"
Madison Bailey,171,"actress,soundtrack"
Rhea Bailey,160,actress
Sam Bailey,160,"soundtrack,actress"
Paulina Gaitan,156,"actress,producer"
Jackson Galaxy,188,producer
Lorena Gale,151,actress
Megan Gale,180,"producer,actress"
Johnny Galecki,165,"actor,producer,soundtrack"
Nichole Galicia,170,actress
Zach Galifianakis,170,"actor,producer,writer"
Kirsty Gallacher,165,actress
Stirling Gallacher,166,actress
Aidan Gallagher,165,"actor,soundtrack"
Bronagh Gallagher,160,"actress,composer,soundtrack"
David Gallagher,178,"actor,producer,soundtrack"
Kathryn Gallagher,168,"actress,soundtrack,music_department"
Liam Gallagher,178,"music_artist,soundtrack,actor"
Megan Gallagher,169,actress
Sophie Dahl,180,"actress,writer"
Dan Dailey,191,"actor,soundtrack,director"
Elizabeth Daily,152,"actress,soundtrack,producer"
Alan Dale,186,"actor,miscellaneous"
Alan Dale,186,"actor,soundtrack"
Ian Anthony Dale,180,"actor,director"
James Badge Dale,177,actor
Jim Dale,177,"actor,soundtrack,writer"
John Francis Daley,183,"actor,writer,producer"
Tom Daley,173,"director,actor,writer"
Tom Daley,173,"actor,producer,director"
John Dall,185,actor
Cameron Dallas,175,"actor,producer,director"
Josh Dallas,183,"actor,director,soundtrack"
Matt Dallas,180,"actor,producer,camera_department"
Christian Eriksen,178,actor
Kaj-Erik Eriksen,165,"actor,soundtrack"
Hayley Erin,168,actress
Cynthia Erivo,152,"actress,soundtrack,producer"
R. Lee Ermey,183,"actor,miscellaneous,producer"
Sully Erna,165,"actor,soundtrack,producer"
Gizzi Erskine,177,writer
Maya Erskine,159,"actress,writer,producer"
Julius Erving,198,"actor,director,miscellaneous"
Mike Erwin,180,"actor,producer,soundtrack"
Lina Esco,170,"actress,director,producer"
Jade Eshete,163,"actress,writer,producer"
Ennis Esmer,170,"actor,writer,producer"
Audrey Esparza,160,actress
Jane Espenson,162,"producer,writer,miscellaneous"
Giancarlo Esposito,171,"music_department,actor,producer"
Jennifer Esposito,166,"actress,producer,director"
Lali Espósito,150,"actress,composer,producer"
Ato Essandoh,191,"actor,soundtrack,producer"
Louis Calhern,187,"actor,soundtrack,miscellaneous"
Rory Calhoun,191,"actor,producer,writer"
Rory Calhoun,191,actor
Beverley Callard,166,actress
Rebecca Callard,155,"actress,writer,producer"
Sasha Calle,169,"actress,music_department"
Bryan Callen,180,"actor,writer,producer"
Dayton Callie,173,"actor,writer,producer"
James Callis,170,"actor,writer,producer"
Simon Callow,170,"actor,writer,soundtrack"
Vanessa Bell Calloway,161,"actress,director,producer"
Susan Calman,145,"actress,writer"
Sadie Calvano,163,actress
Glenda Jackson,169,"actress,soundtrack"
Gordon Jackson,173,"actor,soundtrack"
Janet Jackson,161,"music_artist,soundtrack,actress"
Joshua Jackson,185,"actor,director,producer"
Kate Jackson,174,"actress,producer,director"
Kate Jackson,174,actress
La Toya Jackson,163,"actress,soundtrack,producer"
Leon Jackson,169,"soundtrack,actor"
Marc Evan Jackson,183,"actor,soundtrack"
Mark Jackson,178,actor
Mark Jackson,178,miscellaneous
Mark Jackson,178,actor
Michael Jackson,175,"music_artist,soundtrack,actor"
Michael Jackson,175,actor
Michael Jackson,175,"camera_department,actor,cinematographer"
Michael Jackson,175,"producer,editor"
Neil Jackson,185,"actor,writer,producer"
Paris Jackson,173,"actress,soundtrack,composer"
Dakota Fanning,163,"actress,producer,soundtrack"
Elle Fanning,174,"actress,producer,soundtrack"
Nicole Faraday,170,actress
Nigel Farage,174,actor
Mo Farah,173,"miscellaneous,actor"
Golshifteh Farahani,167,"actress,soundtrack,camera_department"
Debrah Farentino,170,"actress,producer"
Dennis Farina,185,"actor,producer,soundtrack"
Anna Faris,163,"actress,producer,soundtrack"
Sean Faris,178,"actor,producer"
Chris Farley,173,"actor,soundtrack,stunts"
Sid Haig,189,"actor,producer,assistant_director"
Leisha Hailey,165,"actress,producer,soundtrack"
Corey Haim,168,"actor,producer,soundtrack"
Sara Haines,168,"writer,producer,actress"
William Haines,183,"actor,soundtrack,art_director"
Geraldine Hakewill,178,"actress,producer,soundtrack"
Imani Hakim,152,"actress,producer,director"
Amanda Hale,165,actress
Barbara Hale,163,"actress,soundtrack"
Gareth Hale,173,"actor,writer,soundtrack"
Lucy Hale,155,"actress,soundtrack,producer"
Tony Hale,184,"actor,producer,writer"
Jackie Earle Haley,165,"actor,director,writer"
Rob Halford,183,"soundtrack,actor,composer"
Chelsea Halfpenny,161,actress
Jill Halfpenny,159,"actress,soundtrack"
Jeff Kaake,180,actor
Nikolaj Lie Kaas,187,"actor,director,writer"
Jane Kaczmarek,169,"actress,soundtrack"
Colin Kaepernick,194,"producer,writer,actor"
Wolf Kahler,185,"actor,soundtrack,miscellaneous"
Keahu Kahuanui,179,"actor,producer"
Katrina Kaif,174,actress
Bianca Kajlich,173,"actress,producer,soundtrack"
Kaká,186,"producer,actor"
Antoinette Kalaj,168,actress
Patricia Kalember,172,actress
Barbara Bain,170,"actress,soundtrack"
Conrad Bain,178,"actor,soundtrack"
Luke Baines,179,"actor,writer,producer"
Scott Baio,178,"actor,director,producer"
Diora Baird,170,"actress,miscellaneous"
Jenni Baird,168,actress
Maria Bakalova,165,"actress,producer,writer"
Brianna Baker,183,"actress,writer,producer"
Carroll Baker,165,actress
Charles Baker,169,"actor,producer,cinematographer"
Cheryl Baker,161,actress
Colin Baker,183,"actor,writer,producer"
Noel Gallagher,173,"music_artist,soundtrack,music_department"
Peter Gallagher,175,"actor,soundtrack,writer"
John Gallagher Jr.,173,"actor,soundtrack,producer"
Zach Galligan,178,"actor,director"
Carla Gallo,163,"actress,soundtrack"
Vincent Gallo,177,"actor,director,soundtrack"
Ed Gamble,185,"podcaster,writer,actor"
Kip Gamblin,179,actor
Michael Gambon,180,"actor,soundtrack,music_department"
James Gandolfini,185,"actor,producer,soundtrack"
David Gandy,188,actor
Richard Gant,191,"actor,soundtrack"
Bruno Ganz,170,"actor,director,cinematographer"
Godfrey Gao,193,actor
Romola Garai,173,"actress,director,writer"
Camilla Dallerup,168,actress
Brett Dalton,188,actor
Rebecca Dalton,168,actress
Timothy Dalton,187,"actor,soundtrack"
Tony Dalton,180,"actor,writer,producer"
Tony Dalton,180,"actor,soundtrack"
Roger Daltrey,166,"music_artist,actor,soundtrack"
Carson Daly,185,"producer,actor,writer"
Tess Daly,174,actress
Tim Daly,184,"actor,producer,director"
Tyne Daly,168,"actress,soundtrack,writer"
Grey Damon,187,"actor,producer"
Matt Damon,177,"producer,actor,soundtrack"
Stuart Damon,189,"actor,writer,soundtrack"
Paapa Essiedu,177,actor
Gloria Estefan,157,"music_artist,soundtrack,music_department"
Estelle,165,actress
Estelle,165,"music_artist,music_department,actress"
Estelle,165,actress
Estelle,165,actress
Charles Esten,185,"actor,soundtrack,writer"
Will Estes,173,actor
Emilio Estevez,164,"actor,director,producer"
Erik Estrada,175,"actor,producer,soundtrack"
Julie Etchingham,166,actress
Melissa Etheridge,157,"soundtrack,actress,composer"
Chris Eubank,178,actor
Sid Eudy,199,actor
Evan Evagora,187,actor
Linda Evangelista,175,"actress,producer,soundtrack"
Jennifer Calvert,163,"actress,director"
Mhairi Calvey,170,"actress,producer,writer"
Joe Calzaghe,183,actor
Jessica Camacho,157,"actress,producer"
Christian Camargo,185,"actor,producer,director"
Liz Cambage,203,actress
Peter Cambor,196,"actor,producer,writer"
Peter Jackson,164,"producer,director,writer"
Philip Jackson,183,"actor,soundtrack"
Randy Jackson,175,"soundtrack,actor,producer"
Randy Jackson,175,"producer,actor,miscellaneous"
Sasha Jackson,168,"actress,writer,producer"
Sherry Jackson,163,"actress,soundtrack"
Skai Jackson,150,"actress,soundtrack"
Talia Jackson,159,"actress,music_department,soundtrack"
O'Shea Jackson Jr.,181,actor
Derek Jacobi,177,"actor,producer,soundtrack"
Gillian Jacobs,160,"actress,soundtrack,director"
Jaye Jacobs,171,actress
Abbi Jacobson,159,"actress,producer,writer"
Dana Jacobson,175,"actress,script_department"
Mark Farmer,165,actor
Mark Farmer,165,camera_department
Taissa Farmiga,164,"actress,producer,soundtrack"
Vera Farmiga,166,"actress,producer,soundtrack"
Simon Farnaby,188,"actor,writer,producer"
Richard Farnsworth,183,"actor,stunts,soundtrack"
Diane Farr,168,"actress,producer,writer"
Jamie Farr,173,"actor,soundtrack,writer"
Tyler Farr,175,"producer,director,writer"
Colin Farrell,178,"actor,producer,soundtrack"
Colin Farrell,178,"actor,composer"
Glenda Farrell,160,"actress,soundtrack"
Mike Farrell,191,"actor,soundtrack,producer"
Terry Farrell,182,"actress,soundtrack"
Mia Farrow,163,"actress,soundtrack"
Jack Farthing,173,"actor,soundtrack"
Michael Fassbender,180,"actor,producer,soundtrack"
