anime name,name,Birthday,Age,Gender,Blood Type,Height,category
HUNTERHUNTER 2011,Senritsu,,,,,,fictional
HUNTERHUNTER 2011,Biscuit Krueger,,,,,,fictional
HUNTERHUNTER 2011,Komugi,,,Female,,,fictional
HUNTERHUNTER 2011,Isaac Netero,,,,,,fictional
HUNTERHUNTER 2011,Neon Nostrade,,,,,,fictional
HUNTERHUNTER 2011,Riehlvelt,,,,,,fictional
HUNTERHUNTER 2011,Light Nostrade,,,,,,fictional
HUNTERHUNTER 2011,Kite,,,,,,fictional
HUNTERHUNTER 2011,Hanzou,,,Male,,,fictional
HUNTERHUNTER 2011,Mito Freecss,Sep 7,,Female,,,fictional
HUNTERHUNTER 2011,Razor,,,,,,fictional
HUNTERHUNTER 2011,Satotz,,,,,,fictional
HUNTERHUNTER 2011,Wing,,,Male,,,fictional
HUNTERHUNTER 2011,Tonpa,,,,,,fictional
HUNTERHUNTER 2011,Meruem,,40 Days,Male,,,fictional
HUNTERHUNTER 2011,Ponzu,,,,,,fictional
HUNTERHUNTER 2011,Ikalgo,,,,,,fictional
HUNTERHUNTER 2011,Morel Mackernasey,,,,,,fictional
HUNTERHUNTER 2011,Shoot McMahon,,,,,,fictional
HUNTERHUNTER 2011,Meleoron,,,,,,fictional
HUNTERHUNTER 2011,Knuckle Bine,,,,,,fictional
HUNTERHUNTER 2011,Barry,,,Male,,,fictional
HUNTERHUNTER 2011,Tsezguerra,,,,,,fictional
HUNTERHUNTER 2011,Goreinu,,,,,,fictional
HUNTERHUNTER 2011,Genthru,,,Male,,,fictional
HUNTERHUNTER 2011,Abengane,,,,,,fictional
HUNTERHUNTER 2011,Bara,,,,,,fictional
HUNTERHUNTER 2011,Sub,,,,,,fictional
HUNTERHUNTER 2011,Dwun,,,,,,fictional
HUNTERHUNTER 2011,Battera,,,,,,fictional
HUNTERHUNTER 2011,Puhat,,,,,,fictional
HUNTERHUNTER 2011,Elena,,,,,,fictional
HUNTERHUNTER 2011,Eeta,,,,,,fictional
HUNTERHUNTER 2011,List,,,,,,fictional
HUNTERHUNTER 2011,No. 0,,,,,,fictional
HUNTERHUNTER 2011,Kess,,,,,,fictional
HUNTERHUNTER 2011,Asta,,,,,,fictional
HUNTERHUNTER 2011,Kazsule,,,,,,fictional
HUNTERHUNTER 2011,Milluki Zoldyck,,,,,,fictional
HUNTERHUNTER 2011,Pokkle,,,,,,fictional
HUNTERHUNTER 2011,Baise,,,,,,fictional
HUNTERHUNTER 2011,Squala,,,,,,fictional
HUNTERHUNTER 2011,Basho,,,,,,fictional
HUNTERHUNTER 2011,Sachmono Tocino,,,,,,fictional
HUNTERHUNTER 2011,Dalzollene,,,,,,fictional
HUNTERHUNTER 2011,Palm Siberia,,,,,,fictional
HUNTERHUNTER 2011,Canary,,13-16,Female,AB,164,fictional
HUNTERHUNTER 2011,Cheetu,,,,,,fictional
HUNTERHUNTER 2011,Shaiapouf,,,Male,,,fictional
HUNTERHUNTER 2011,Zushi,,,,,,fictional
HUNTERHUNTER 2011,Menthuthuyoupi,,,,,,fictional
HUNTERHUNTER 2011,Katzo,,,,,,fictional
HUNTERHUNTER 2011,Senchou,,,Male,,,fictional
HUNTERHUNTER 2011,Hi-sobo,,,Female,,,fictional
HUNTERHUNTER 2011,Nicolas,,,,,,fictional
HUNTERHUNTER 2011,Gereta,,,,,,fictional
HUNTERHUNTER 2011,Buhara,,,,,,fictional
HUNTERHUNTER 2011,Cherry,,,,,,fictional
HUNTERHUNTER 2011,Lippo,,,,,,fictional
HUNTERHUNTER 2011,Alluka Zoldyck,,,Female,,,fictional
HUNTERHUNTER 2011,Majitani,,,,,,fictional
HUNTERHUNTER 2011,Beans,,,,,,fictional
HUNTERHUNTER 2011,Johness,,,,,,fictional
HUNTERHUNTER 2011,Sedokan,,,,,,fictional
HUNTERHUNTER 2011,Bendot,,,,,,fictional
HUNTERHUNTER 2011,Togari,,,,,,fictional
HUNTERHUNTER 2011,Todo,,,,,,fictional
HUNTERHUNTER 2011,Gozu,,,,,,fictional
HUNTERHUNTER 2011,Cheadle Yorkshire,,,,,,fictional
HUNTERHUNTER 2011,Pariston Hill,,,Male,,,fictional
HUNTERHUNTER 2011,Botobai Gigante,,,,,,fictional
HUNTERHUNTER 2011,Kanzai,,,,,,fictional
HUNTERHUNTER 2011,Piyon,,,,,,fictional
HUNTERHUNTER 2011,Sommy,,,,,,fictional
HUNTERHUNTER 2011,Bodoro,,,,,,fictional
HUNTERHUNTER 2011,Zebro,,,,,,fictional
HUNTERHUNTER 2011,Kikyo Zoldyck,,,,,,fictional
HUNTERHUNTER 2011,Gotou,,,Male,,,fictional
HUNTERHUNTER 2011,Seaquant,,,,,,fictional
HUNTERHUNTER 2011,Kiriko,,,,,,fictional
HUNTERHUNTER 2011,Kastro,,,,,,fictional
HUNTERHUNTER 2011,Umori,,,,,,fictional
HUNTERHUNTER 2011,Amori,,,,,,fictional
HUNTERHUNTER 2011,Imori,,,,,,fictional
HUNTERHUNTER 2011,Sadaso,,,,,,fictional
HUNTERHUNTER 2011,Gido,,,,,,fictional
HUNTERHUNTER 2011,Cocco,,,,,,fictional
HUNTERHUNTER 2011,Izunavi,,,,,,fictional
HUNTERHUNTER 2011,Eliza,,,,,,fictional
HUNTERHUNTER 2011,Zepile,,,,,,fictional
HUNTERHUNTER 2011,Latarza,,,,,,fictional
HUNTERHUNTER 2011,Nickes,,,,,,fictional
HUNTERHUNTER 2011,Banana Kavaro,,,,,,fictional
HUNTERHUNTER 2011,Spinner Clow,,,,,,fictional
HUNTERHUNTER 2011,Lin Koshi,,,Male,,,fictional
HUNTERHUNTER 2011,Stick Dinner,,,,,,fictional
HUNTERHUNTER 2011,Monta Yuras,,,,,,fictional
HUNTERHUNTER 2011,Knov,,,,,,fictional
HUNTERHUNTER 2011,Chimera Ant Queen,,,,,,fictional
HUNTERHUNTER 2011,Colt,,,,,,fictional
HUNTERHUNTER 2011,Zazan,,,,,,fictional
HUNTERHUNTER 2011,Kurt,,,,,,fictional
HUNTERHUNTER 2011,Reina,,,,,,fictional
HUNTERHUNTER 2011,Rammot,,,,,,fictional
HUNTERHUNTER 2011,Leol,,,,,,fictional
HUNTERHUNTER 2011,Balda,,,,,,fictional
HUNTERHUNTER 2011,Bloster,,,,,,fictional
HUNTERHUNTER 2011,Peggy,,,,,,fictional
HUNTERHUNTER 2011,Koala,,,Male,,,fictional
HUNTERHUNTER 2011,Hina,,,,,,fictional
HUNTERHUNTER 2011,Yunju,,,,,,fictional
HUNTERHUNTER 2011,Jispa,,,,,,fictional
HUNTERHUNTER 2011,Gyro,,,,,,fictional
HUNTERHUNTER 2011,Amana,,,,,,fictional
HUNTERHUNTER 2011,Amane,,,,,,fictional
HUNTERHUNTER 2011,Nanika,,,,,,fictional
HUNTERHUNTER 2011,Shidore,,,Female,,,fictional
HUNTERHUNTER 2011,86-ban,,,Male,,,fictional
HUNTERHUNTER 2011,Pike,,,Male,,,fictional
HUNTERHUNTER 2011,Pairo,,,,,,fictional
HUNTERHUNTER 2011,Pochi,,,,,,fictional
HUNTERHUNTER 2011,Koro,,,,,,fictional
Owarimonogatari Ge,Koyomi Araragi,Apr 14,17-18,Male,,165,fictional
Owarimonogatari Ge,Mayoi Hachikuji,May 15,11,Female,,,fictional
Owarimonogatari Ge,Hitagi Senjougahara,Jul 7,17-18,Female,,165,fictional
Owarimonogatari Ge,Ougi Oshino,,,Androgynous,,,fictional
Owarimonogatari Ge,Izuko Gaen,,,Female,,,fictional
Owarimonogatari Ge,Nadeko Sengoku,Jun 3,13-14,Female,B,153,fictional
Owarimonogatari Ge,Suruga Kanbaru,,17,Female,,,fictional
Owarimonogatari Ge,Tsubasa Hanekawa,,17-18,Female,,158,fictional
Owarimonogatari Ge,Meme Oshino,,30,Male,,,fictional
Owarimonogatari Ge,Shinobu Oshino,Jun 29,598-599,Female,,,fictional
Owarimonogatari Ge,Karen Araragi,,14-15,Female,,170,fictional
Owarimonogatari Ge,Tsukihi Araragi,Apr,13-14,Female,B,156,fictional
Owarimonogatari Ge,Yotsugi Ononoki,,15,Female,,,fictional
Owarimonogatari Ge,Tadatsuru Teori,,,Male,,,fictional
Owarimonogatari Ge,Deishuu Kaiki,,,Male,,,fictional
Owarimonogatari Ge,Seiu Higasa,May 3,17-18,Female,,,fictional
SteinsGate,Rintarou Okabe,"Dec 14, 1991",18,Male,,177,fictional
SteinsGate,Kurisu Makise,"Jul 25, 1992",18,Female,A,160,fictional
SteinsGate,Mayuri Shiina,"Feb 1, 1994",16,Female,O,151,fictional
SteinsGate,Itaru Hashida,"May 19, 1991",19,Male,B,164,fictional
SteinsGate,Suzuha Amane,"Sep 27, 2017",18,Female,O,163,fictional
SteinsGate,Luka Urushibara,"Aug 30, 1993",16,,A,161,fictional
SteinsGate,Rumiho Akiha,Apr 3,17,Female,AB,143,fictional
SteinsGate,Moeka Kiryuu,Jun 6,20,Female,B,167,fictional
SteinsGate,Yuugo Tennouji,"Mar 12, 1978",32,Male,,,fictional
SteinsGate,Nae Tennouji,"Nov 9, 1998","11 (Steins;Gate), 20-21 (Robotics;Notes)",Female,A,,fictional
SteinsGate,Dr. Nakabachi,,,Male,,,fictional
SteinsGate,John Titor,,,,,,fictional
SteinsGate,Eisuke Urushibara,,,Male,,,fictional
SteinsGate,Yukitaka Akiha,,,Male,,,fictional
BLEACH Sennen Kessenhen,Ichigo Kurosaki,Jul 15,15-29,Male,A,"Human
Height",fictional
BLEACH Sennen Kessenhen,Uryuu Ishida,Nov 6,15-27,Male,AB,"Human Quincy
Height",fictional
BLEACH Sennen Kessenhen,Rukia Kuchiki,Jan 14,,Female,,"Shinigami
Height",fictional
BLEACH Sennen Kessenhen,Orihime Inoue,Sep 3,15-29,Female,B,"Human
Height",fictional
BLEACH Sennen Kessenhen,Kisuke Urahara,Dec 31,,Male,,183,fictional
BLEACH Sennen Kessenhen,Toshiro Hitsugaya,Dec 20,,Male,,133,fictional
BLEACH Sennen Kessenhen,Yasutora Sado,Apr 7,,Male,A0,197,fictional
BLEACH Sennen Kessenhen,Rangiku Matsumoto,Sep 29,,Female,,"Shinigami
Height",fictional
BLEACH Sennen Kessenhen,Soi Fon,Feb 11,,Female,,,fictional
BLEACH Sennen Kessenhen,Renji Abarai,Aug 31,,Male,,188,fictional
BLEACH Sennen Kessenhen,Byakuya Kuchiki,Jan 31,,Male,,180,fictional
BLEACH Sennen Kessenhen,Kenpachi Zaraki,Nov 19,,Male,,"Shinigami
Height",fictional
BLEACH Sennen Kessenhen,Yachiru Kusajishi,Feb 12,,Female,,"Shinigami
Height",fictional
BLEACH Sennen Kessenhen,Zangetsu,,,Male,,,fictional
BLEACH Sennen Kessenhen,Ryuuken Ishida,,,,,,fictional
BLEACH Sennen Kessenhen,Shinji Hirako,May 10,,Male,,176,fictional
BLEACH Sennen Kessenhen,Kaname Tousen,Nov 13,,Male,,176,fictional
BLEACH Sennen Kessenhen,Sousuke Aizen,May 29,,Male,,186,fictional
BLEACH Sennen Kessenhen,Gin Ichimaru,Sep 10,,Male,,185,fictional
BLEACH Sennen Kessenhen,Jirou Souzousa Shunsui Kyoraku,Jul 11,,Male,,,fictional
BLEACH Sennen Kessenhen,Kon,Dec 30,,Male,,,fictional
BLEACH Sennen Kessenhen,Ganju Shiba,,,,,,fictional
BLEACH Sennen Kessenhen,Momo Hinamori,Jun 3,,Female,,151,fictional
BLEACH Sennen Kessenhen,Izuru Kira,Mar 27,,,,173,fictional
BLEACH Sennen Kessenhen,Shuuhei Hisagi,Aug 14,,,,181,fictional
BLEACH Sennen Kessenhen,Yuzu Kurosaki,May 6,,Female,,,fictional
BLEACH Sennen Kessenhen,Ikkaku Madarame,Nov 9,,,,,fictional
BLEACH Sennen Kessenhen,Mayuri Kurotsuchi,Mar 20,,Male,,174,fictional
BLEACH Sennen Kessenhen,Roujuuro Otoribashi,Mar 17,,Male,,,fictional
BLEACH Sennen Kessenhen,Mashiro Kuna,Apr 1,,Female,,April 1st Zodiac sign,fictional
BLEACH Sennen Kessenhen,Kensei Muguruma,Jul 30,,Male,,179,fictional
BLEACH Sennen Kessenhen,Isshin Kurosaki,Dec 10,,Male,,186,fictional
BLEACH Sennen Kessenhen,Juushirou Ukitake,Dec 21,,Male,,,fictional
BLEACH Sennen Kessenhen,Nanao Ise,Jul 7,,Female,,164,fictional
BLEACH Sennen Kessenhen,Tier Harribel,Jul 25,,Female,,175,fictional
BLEACH Sennen Kessenhen,Retsu Unohana,Apr 21,,Female,,,fictional
BLEACH Sennen Kessenhen,Yumichika Ayasegawa,Sep 19,,Male,,169,fictional
BLEACH Sennen Kessenhen,Sajin Komamura,Aug 23,,Male,,288,fictional
BLEACH Sennen Kessenhen,Nelliel Tu Oderschvank,Apr 24,,Female,,,fictional
BLEACH Sennen Kessenhen,Genryuusai Shigekuni Yamamoto,Jan 21,,Male,,,fictional
BLEACH Sennen Kessenhen,Choujiro Tadaoki Sasakibe,,,Male,,,fictional
BLEACH Sennen Kessenhen,Marechiyo Oomaeda,May 5,,Male,,,fictional
BLEACH Sennen Kessenhen,Isane Kotetsu,Aug 2,,Female,,187,fictional
BLEACH Sennen Kessenhen,Pesche Guatiche,,,,,,fictional
BLEACH Sennen Kessenhen,Dondochakka Birstanne,,,,,,fictional
BLEACH Sennen Kessenhen,Zennosuke Kurumadani,Jun 25,,Male,,,fictional
BLEACH Sennen Kessenhen,Rin Tsubokura,,,,,,fictional
BLEACH Sennen Kessenhen,Loly Aivirrne,Jan 27,,Female,,,fictional
BLEACH Sennen Kessenhen,Cyan Sung-Sun,,,Female,,,fictional
BLEACH Sennen Kessenhen,Emilou Apacci,May 17,,Female,,156,fictional
BLEACH Sennen Kessenhen,Tetsuzaemon Iba,,,,,,fictional
BLEACH Sennen Kessenhen,Franceska Mila Rose,,,,,,fictional
BLEACH Sennen Kessenhen,Masaki Kurosaki,Jun 9,,Female,,,fictional
BLEACH Sennen Kessenhen,Yasochika Iemura,Feb 29,,Male,,,fictional
BLEACH Sennen Kessenhen,Hiyosu,,,,,,fictional
BLEACH Sennen Kessenhen,Akon,Jun 29,,Male,,,fictional
BLEACH Sennen Kessenhen,Menoly Mallia,,,,,,fictional
BLEACH Sennen Kessenhen,Ikumi Unagiya,,,Female,,,fictional
BLEACH Sennen Kessenhen,Asguiaro Ebern,,,Male,,,fictional
BLEACH Sennen Kessenhen,Ryuunosuke Yuki,May 9,,Male,,,fictional
BLEACH Sennen Kessenhen,Ludaas Friegen,,,Male,,,fictional
BLEACH Sennen Kessenhen,Quilge Opie,Sep 1,,Male,,,fictional
BLEACH Sennen Kessenhen,Bambietta Basterbine,Aug 6,,Female,,,fictional
BLEACH Sennen Kessenhen,As Nodt,,,,,,fictional
BLEACH Sennen Kessenhen,NaNaNa Najahkoop,Feb 27,,Male,,,fictional
BLEACH Sennen Kessenhen,Hidetomo Kajoumaru,Oct 21,,Male,,,fictional
BLEACH Sennen Kessenhen,Driscoll Berci,,,Male,,,fictional
BLEACH Sennen Kessenhen,Yhwach,,"1,200+",Male,,,fictional
BLEACH Sennen Kessenhen,Royd Lloyd,,,Male,,,fictional
BLEACH Sennen Kessenhen,Jugram Haschwalth,Nov 5,,Male,,,fictional
BLEACH Sennen Kessenhen,Bazz-B,,,Male,,,fictional
BLEACH Sennen Kessenhen,Jerome Guizbatt,,,,,,fictional
BLEACH Sennen Kessenhen,Rikuu Togakushi,,,Male,,,fictional
BLEACH Sennen Kessenhen,Taketsuna Gori,,,Male,,,fictional
BLEACH Sennen Kessenhen,Asuka Katakura,,,Male,,,fictional
BLEACH Sennen Kessenhen,Shaz Domino,,,Male,,,fictional
BLEACH Sennen Kessenhen,Kirio Hikifune,Dec 16,,Female,,,fictional
BLEACH Sennen Kessenhen,Ichibe Hyousube,Jan 1,"100,000,000+",Male,,,fictional
BLEACH Sennen Kessenhen,Senjumaru Shutara,Nov 1,,Female,,,fictional
BLEACH Sennen Kessenhen,Tenjiirou Kirinji,May 31,,Male,,,fictional
BLEACH Sennen Kessenhen,Ouetsu Nimaiya,Aug 18,"2,000+",Male,,,fictional
BLEACH Sennen Kessenhen,Berenice Gabrielli,,,,,,fictional
BLEACH Sennen Kessenhen,Kanae Katagiri,,,Female,,,fictional
BLEACH Sennen Kessenhen,Mask De Masculine,,,,,,fictional
BLEACH Sennen Kessenhen,BG9,,,,,,fictional
BLEACH Sennen Kessenhen,Shino Madarame,,,Female,,,fictional
BLEACH Sennen Kessenhen,Robert Accutrone,,,Male,,,fictional
BLEACH Sennen Kessenhen,Meninas McAllon,,,Female,,,fictional
BLEACH Sennen Kessenhen,PePe Waccabrada,,,Male,,,fictional
BLEACH Sennen Kessenhen,Izumi Ishida,,,Female,,,fictional
BLEACH Sennen Kessenhen,Kenpachi Kiganjou,Oct 5,,Male,,223,fictional
BLEACH Sennen Kessenhen,Mera Hiuchigashima,,,Female,,,fictional
BLEACH Sennen Kessenhen,Grimmjow Jaegerjaquez,Jul 31,,Male,,186,fictional
BLEACH Sennen Kessenhen,Hanataro Yamada,Apr 1,,Male,,153,fictional
BLEACH Sennen Kessenhen,Ayon,,,,,,fictional
BLEACH Sennen Kessenhen,Kuugo Ginjou,Nov 15,,Male,AB,"Human/Fullbringer
Height",fictional
BLEACH Sennen Kessenhen,Giriko Kutsuzawa,,,,,,fictional
BLEACH Sennen Kessenhen,Askin Nakk Le Vaar,,,,,,fictional
BLEACH Sennen Kessenhen,Gremmy Thoumeaux,,,,,,fictional
BLEACH Sennen Kessenhen,Lille Barro,,,,,,fictional
Gintama,Christel Ketsuno,Dec 14,,Female,,,fictional
Gintama,Musashi,,,,,,fictional
Gintama,Yuusuke Fujisaki,"Nov 11, 1992",16-18,Male,AB,,fictional
Gintama,Hime Onizuka,"Jul 7, 1992",17-18,Female,B,,fictional
Gintama,Kazuyoshi Usui,"Feb 28, 1993",16-18,Male,AB,,fictional
Gintama,Hachibei Takaya,Apr 10,,Male,,,fictional
Gintama,Daigorou Kitaouji,,,,,,fictional
Gintama,Gedoumaru,,,,,,fictional
Gintama,Pandemonium,,,,,,fictional
Gintama,Tatsumi,May 6,,Female,,165,fictional
Gintama,Kyoshirou Honjou,,29,Male,,,fictional
Gintama,Kuriko Matsudaira,Sep 4,17,,,161,fictional
Gintama,Kada,Aug 16,,Female,,"Amanto
Height",fictional
Gintama,Yocchan,,,,,,fictional
Gintama,Teruhiko Saigou,Feb 5,,Male,,,fictional
Gintama,Azumi Agonoske,,,,,,fictional
Gintama,Tamo,,,,,,fictional
Gintama,Hachirou,,,Male,,,fictional
Gintama,Hatsu Hasegawa,,,,,,fictional
Gintama,Teppei Sugihara,,,,,,fictional
Gintama,Daito,,,,,,fictional
Gintama,Kohei Konishi,May 2,,Male,,,fictional
Gintama,Tatsugoro Terada,,,,,,fictional
Gintama,Iwamatsu,,,,,,fictional
Gintama,Jugem Jugem,,,,,,fictional
Gintama,Blu-rayko,,,,,,fictional
Gintama,Lord Beida,,,,,,fictional
Gintama,Fumiko,,,,,,fictional
Gintama,Isaac Schneider,,,,,,fictional
Gintama,Momo Anigasaki,,,,,,fictional
Gintama,Sayaka Otakai,,,,,,fictional
Gintama,Balmung Fezarion,,,,,,fictional
Gintama,Morimori Tokugawa,,,,,,fictional
Gintama,Sachi Narasaki,,,,,,fictional
Gintama,Kuzunosuke Beri,,,,,,fictional
Gintama,Jii-san,,,,,,fictional
Gintama,Pinko Shiramizu,,,,,,fictional
Gintama,Enari,,,,,,fictional
Gintama,Abo,,,,,,fictional
Gintama,Hedoro's Father,,,,,,fictional
Gintama,Jiro,,,,,,fictional
Gintama,Shiro,,,,,,fictional
Gintama,Saburo,,,,,,fictional
Gintama,Goro,,,,,,fictional
Gintama,Kid,,,,,,fictional
Gintama,Yagami,,,,,,fictional
Gintama,Jellybeans Vanguard Honda,,,,,,fictional
Gintama Enchousen,Kintoki Sakata,,,,,,fictional
Gintama Enchousen,Kintoki Sakata,,,Male,,,fictional
Gintama Enchousen,Tokiko,,,,,,fictional
Gintama Enchousen,Hajime Obi,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Pieck Finger,Aug 5,,Female,,155,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Falco Grice,Feb 10,12-15,Male,,140,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Gabi Braun,Apr 14,15,Female,,138,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Onyankopon,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Yelena,,,Female,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Karina Braun,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Annie no Chichi,,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Kiyomi Azumabito,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Ymir Fritz,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Gabi no Haha,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Colt Chichi,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Ramzi,,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Halil,Jul 20,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Muller,Dec 17,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Ramzi Sofu,,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Pieck Chichi,,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Mike Zacharias,Nov 1,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Nanaba,,,Female,,172,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Keith Shadis,Aug 18,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Seibi Shichou,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Otoko,,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Untenshi,,,,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Shounen,,,Male,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Choujo,,,Female,,,fictional
Shingeki no Kyojin The Final Season  Kanketsuhen Zenpen,Seibishi,,,,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Shouzou Tanuma,,,Male,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Mikado Shijo,Jan 1,17,Male,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Pes,,,Male,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Seito A,,,,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Seito B,,,,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Seito C,,,,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Seito D,,,,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Seito E,,,,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Seito F,,,,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Seito G,,,,,,fictional
Kaguyasama wa Kokurasetai First Kiss wa Owaranai,Kankoshi,,,,,,fictional
Gintama,Hosen,,,,,,fictional
Gintama,Kouka,,,Female,,,fictional
Gintama,Pakuyasa,,,Male,,,fictional
Gintama,Neptune Shoukaku,,,,,,fictional
Gintama,Pluto Batou,,,,,,fictional
Ginga Eiyuu Densetsu,Wenli Yang,Apr 4,,Male,,,fictional
Ginga Eiyuu Densetsu,Reinhard von Lohengramm,Mar 14,,Male,,,fictional
Ginga Eiyuu Densetsu,Dusty Attenborough,Nov 23,28,Male,,,fictional
Ginga Eiyuu Densetsu,Walter von Schönkopf,Jul 28,,Male,,,fictional
Ginga Eiyuu Densetsu,Oskar von Reuenthal,Oct 26,,Male,,,fictional
Ginga Eiyuu Densetsu,Willibald Joachim von Merkatz,,,Male,,,fictional
Ginga Eiyuu Densetsu,Siegfried Kircheis,Jan 14,,Male,,,fictional
Ginga Eiyuu Densetsu,Wolfgang Mittermeyer,Aug 30,,Male,,,fictional
Ginga Eiyuu Densetsu,Julian Mintz,Mar 25,19,Male,,,fictional
Ginga Eiyuu Densetsu,Paul von Oberstein,May 5,,Male,,,fictional
Ginga Eiyuu Densetsu,Hildegard von Mariendorf,,,,,,fictional
Ginga Eiyuu Densetsu,Frederica Greenhill,Feb 19,,Female,,,fictional
Ginga Eiyuu Densetsu,Emile von Seelle,,,,,,fictional
Ginga Eiyuu Densetsu,Fritz Joseph Bittenfeld,,,,,,fictional
Ginga Eiyuu Densetsu,Adalbert von Fahrenheit,,,,,,fictional
Ginga Eiyuu Densetsu,Ulrich Kessler,,,,,,fictional
Ginga Eiyuu Densetsu,Adrian Rubinsky,,,,,,fictional
Ginga Eiyuu Densetsu,Annerose von Grünewald,Jun 26,,Female,,,fictional
Ginga Eiyuu Densetsu,Olivier Poplan,,,,,,fictional
Ginga Eiyuu Densetsu,Katerose von Kreutzer,,,,,,fictional
Ginga Eiyuu Densetsu,Neidhardt Müller,,,,,,fictional
Ginga Eiyuu Densetsu,Andrew Fork,,,,,,fictional
Ginga Eiyuu Densetsu,Jessica Edwards,Apr 16,,Female,,,fictional
Ginga Eiyuu Densetsu,Sidney Sitolet,,,Male,,,fictional
Ginga Eiyuu Densetsu,Job Truniht,,Mid 40's,Male,,,fictional
Ginga Eiyuu Densetsu,Alexander Bucock,Dec 8,,,,,fictional
Ginga Eiyuu Densetsu,Rupert Kesseling,,,,,,fictional
Ginga Eiyuu Densetsu,Ernest Mecklinger,,,,,,fictional
Ginga Eiyuu Densetsu,Heinrich von Kunmel,,,,,,fictional
Ginga Eiyuu Densetsu,August Samuel Wahlen,,,,,,fictional
Ginga Eiyuu Densetsu,Alex Cazellnu,,,,,,fictional
Ginga Eiyuu Densetsu,Ernst von Eisenach,,,,,,fictional
Ginga Eiyuu Densetsu,De Villiers,,,,,,fictional
Ginga Eiyuu Densetsu,Ivan Konev,,,,,,fictional
Ginga Eiyuu Densetsu,Tonio,,,,,,fictional
Ginga Eiyuu Densetsu,Jean Robert Lap,,,,,,fictional
Ginga Eiyuu Densetsu,Bagdash,,,,,,fictional
Ginga Eiyuu Densetsu,Alfred Grillpalzer,,,,,,fictional
Ginga Eiyuu Densetsu,Bruno von Knapfstein,,,,,,fictional
Ginga Eiyuu Densetsu,Cornelius Lutz,,,,,,fictional
Ginga Eiyuu Densetsu,Anton Ferner,,,,,,fictional
Ginga Eiyuu Densetsu,Louis Mashengo,,,,,,fictional
Ginga Eiyuu Densetsu,Trung Yu Chan,,,,,,fictional
Ginga Eiyuu Densetsu,Fyodor Patorichev,,,,,,fictional
Ginga Eiyuu Densetsu,Edwin Fischer,,,,,,fictional
Ginga Eiyuu Densetsu,Paeta,,,,,,fictional
Ginga Eiyuu Densetsu,Otto von Braunschweig,,,,,,fictional
Ginga Eiyuu Densetsu,Cary Willock,,,,,,fictional
Ginga Eiyuu Densetsu,Karl Edward Bayerlein,,,,,,fictional
Ginga Eiyuu Densetsu,Lazar Lobos,,,,,,fictional
Ginga Eiyuu Densetsu,Helmut Lennenkampf,,,,,,fictional
Ginga Eiyuu Densetsu,Karl Robert Steinmetz,,,,,,fictional
Ginga Eiyuu Densetsu,Kasper Linz,,,,,,fictional
Ginga Eiyuu Densetsu,Rainer Blumhardt,,,,,,fictional
