Category,Name,Height,Pro1,pro2
224293,Alexandre Pato,180.34,BR,Tianjin Quanjian FC,110
224293,Antunes,175.26,PT,Getafe CF,110
224293,Nacho Monreal,177.8,ES,Arsenal,110
224293,Beñat,177.8,ES,Athletic Club de Bilbao,110
224293,A. Fernández,177.8,AR,Beijing Renhe FC,110
224293,K. Gameiro,172.72,FR,Valencia CF,110
224293,I. Piatti,180.34,AR,Montreal Impact,110
224293,V. Birsa,182.88,SI,Chievo Verona,110
224293,S. Romero,193.04,AR,Manchester United,110
224293,D. Criscito,182.88,IT,Genoa,110
224293,D. Valeri,177.8,AR,Portland Timbers,110
224293,D. Sturridge,180.34,GB,Liverpool,110
224293,Raúl García,182.88,ES,Athletic Club de Bilbao,110
224293,S. Defour,175.26,BE,Burnley,110
224293,M. Škrtel,190.5,SK,Fenerbahçe SK,110
224293,S. Radu,182.88,RO,Lazio,110
224293,G. Cahill,193.04,GB,Chelsea,110
224293,L. Diarra,175.26,FR,Paris Saint-Germain,110
224293,L. Perrin,180.34,FR,AS Saint-Étienne,110
224293,Dante,187.96,BR,OGC Nice,110
224293,A. Granqvist,193.04,SE,,110
224293,A. Gignac,187.96,FR,Tigres U.A.N.L.,110
224293,M. Gómez,187.96,DE,VfB Stuttgart,110
224293,I. Akinfeev,185.42,RU,PFC CSKA Moscow,110
224293,I. Denisov,175.26,RU,Lokomotiv Moscow,110
224293,Juanfran,180.34,ES,Atlético Madrid,110
224293,Diego López,195.58,ES,RCD Espanyol,110
224293,Santi Cazorla,167.64,ES,Villarreal CF,110
224293,Jesús Navas,170.18,ES,Sevilla FC,110
224293,J. Mascherano,175.26,AR,Hebei China Fortune FC,110
224293,A. Mirante,193.04,IT,Roma,110
224293,D. Srna,177.8,HR,Cagliari,110
224293,B. Schweinsteiger,182.88,DE,Chicago Fire,110
224293,Moyá,187.96,ES,Real Sociedad,110
224293,W. Rooney,175.26,GB,DC United,110
224293,Fernando Torres,185.42,ES,Sagan Tosu,110
224293,S. Sorrentino,185.42,IT,Chievo Verona,110
224293,V. Tsygankov,177.8,UA,Dynamo Kyiv,110
224293,Rúben Dias,185.42,PT,SL Benfica,110
224293,David Neres,175.26,BR,Ajax,110
224293,Raphinha,175.26,BR,Sporting CP,110
224293,A. Harit,180.34,MA,FC Schalke 04,110
224293,Richarlison,180.34,BR,Everton,110
224293,L. Martínez,175.26,AR,Inter,110
224293,F. Kessié,182.88,CI,Milan,110
224293,Luimo Boas Santos,175.26,BR,Santos,110
224293,Gabri Prestão,185.42,BR,Internacional,110
224293,Melvin Parrela,187.96,BR,América FC (Minas Gerais),110
224293,Antônio Chiamuloira,182.88,BR,Internacional,110
224293,Maikel Catarino,177.8,BR,Atlético Mineiro,110
224293,A. Lunev,187.96,RU,,110
224293,André Silva,185.42,PT,Sevilla FC,110
224293,C. Pulisic,177.8,US,Borussia Dortmund,110
224293,M. Dmitrović,193.04,RS,SD Eibar,110
224293,L. Tousart,185.42,FR,Olympique Lyonnais,110
224293,Marcos Llorente,182.88,ES,Real Madrid,110
224293,B. Verbič,177.8,SI,Dynamo Kyiv,110
224293,S. Bergwijn,177.8,NL,PSV,110
224293,A. Diallo,185.42,FR,Borussia Dortmund,110
224293,A. Golovin,180.34,RU,AS Monaco,110
224293,M. Campaña,185.42,UY,Independiente,110
224293,C. Pavón,175.26,AR,Boca Juniors,110
224293,K. Toko-Ekambi,185.42,CM,Villarreal CF,110
224293,Granell,175.26,ES,Girona FC,110
224293,F. Cervi,165.1,AR,SL Benfica,110
224293,J. Weigl,185.42,DE,Borussia Dortmund,110
224293,V. Lindelöf,187.96,SE,Manchester United,110
224293,A. Rebić,185.42,HR,Eintracht Frankfurt,110
224293,A. Sanabria,180.34,PY,Real Betis,110
224293,R. Battaglia,187.96,AR,Sporting CP,110
224293,M. Philipp,182.88,DE,Borussia Dortmund,110
224293,A. Saint-Maximin,172.72,FR,OGC Nice,110
224293,D. Zappacosta,182.88,IT,Chelsea,110
224293,L. Alario,182.88,AR,Bayer 04 Leverkusen,110
224293,D. Benedetto,177.8,AR,Boca Juniors,110
224293,I. Marcone,182.88,AR,Cruz Azul,110
224293,J. Gbamin,185.42,CI,1. FSV Mainz 05,110
224293,J. Lerma,177.8,CO,Bournemouth,110
224293,Ricardo Horta,172.72,PT,SC Braga,110
224293,R. Zobnin,182.88,RU,Spartak Moscow,110
224293,M. Meyer,172.72,DE,Crystal Palace,110
224293,Bruma,172.72,PT,RB Leipzig,110
224293,R. Centurión,175.26,AR,Racing Club,110
224293,Jonny,170.18,ES,Wolverhampton Wanderers,110
224293,Otávio,172.72,BR,FC Porto,110
224293,J. Hofmann,175.26,DE,Borussia Mönchengladbach,110
224293,N. Aké,180.34,NL,Bournemouth,110
224293,J. Hector,185.42,DE,1. FC Köln,110
224293,S. Kolašinac,182.88,BA,Arsenal,110
224293,G. Pizarro,185.42,AR,Tigres U.A.N.L.,110
224293,Roger,177.8,ES,Levante UD,110
224293,Sergio Rico,193.04,ES,Fulham,110
224293,L. Milivojević,185.42,RS,Crystal Palace,110
224293,D. Baselli,182.88,IT,Torino,110
224293,K. Rekik,185.42,NL,Hertha BSC,110
224293,Denis Suárez,175.26,ES,FC Barcelona,110
224293,W. Orban,185.42,HU,RB Leipzig,110
224293,Mário Rui,170.18,PT,Napoli,110
224293,Iñigo Martínez,182.88,ES,Athletic Club de Bilbao,110
224293,K. Zouma,190.5,FR,Everton,110
224293,Roque Mesa,170.18,ES,Sevilla FC,110
224293,J. Brooks,193.04,US,VfL Wolfsburg,110
224293,L. Karius,187.96,DE,Beşiktaş JK,110
224293,Zé Luís,182.88,CV,Spartak Moscow,110
224293,D. Klaassen,177.8,NL,SV Werder Bremen,110
224293,M. Elyounoussi,177.8,NO,Southampton,110
224293,L. Bittencourt,170.18,DE,TSG 1899 Hoffenheim,110
224293,Sergi Darder,180.34,ES,RCD Espanyol,110
224293,J. Roussillon,175.26,FR,VfL Wolfsburg,110
224293,D. Demme,170.18,DE,RB Leipzig,110
224293,J. Gouweleeuw,187.96,NL,FC Augsburg,110
224293,M. Rojo,187.96,AR,Manchester United,110
224293,J. Veretout,175.26,FR,Fiorentina,110
224293,L. Kurzawa,182.88,FR,Paris Saint-Germain,110
224293,G. Ramírez,182.88,UY,Sampdoria,110
224293,David López,182.88,ES,RCD Espanyol,110
224293,C. Tătăruşanu,195.58,RO,FC Nantes,110
224293,A. Mandi,182.88,DZ,Real Betis,110
224293,D. Sidibé,182.88,FR,AS Monaco,110
224293,Y. Konoplyanka,177.8,UA,FC Schalke 04,110
224293,S. Berghuis,182.88,NL,Feyenoord,110
224293,H. Vanaken,195.58,BE,Club Brugge KV,110
224293,Campaña,177.8,ES,Levante UD,110
224293,M. van Ginkel,185.42,NL,Chelsea,110
224293,Nolito,175.26,ES,Sevilla FC,110
224293,M. Gregoritsch,193.04,AT,FC Augsburg,110
224293,Ibai Gómez,177.8,ES,Deportivo Alavés,110
224293,Danilo,182.88,BR,Manchester City,110
224293,R. Barkley,185.42,GB,Chelsea,110
224293,M. Ryan,182.88,AU,Brighton & Hove Albion,110
224293,Sergio León,177.8,ES,Real Betis,110
224293,B. Stambouli,180.34,FR,FC Schalke 04,110
224293,J. Guilavogui,187.96,FR,VfL Wolfsburg,110
224293,Sérgio Oliveira,180.34,PT,FC Porto,110
224293,D. Caligiuri,182.88,IT,FC Schalke 04,110
196978,C. Wilson,180.34,GB,Newcastle Utd,13
196978,P. Jones,185.42,GB,Manchester United,13
196978,Borja García,175.26,ES,Girona FC,13
196978,Y. Belhanda,177.8,MA,Galatasaray SK,13
196978,G. Pezzella,185.42,AR,Fiorentina,13
196978,Jaume Costa,170.18,ES,Villarreal CF,13
192991,C. Tosun,182.88,TR,Beşiktaş,327
192991,Escudero,175.26,ES,Sevilla FC,327
192991,Kike García,185.42,ES,SD Eibar,327
192991,Elkeson,180.34,BR,Shanghai SIPG FC,327
192991,Ricardo Goulart,180.34,BR,Guangzhou Evergrande Taobao FC,327
192991,J. Guðmundsson,177.8,IS,Burnley,327
192991,N. Clyne,175.26,GB,Liverpool,327
192991,M. Hitz,193.04,CH,Borussia Dortmund,327
192991,De Marcos,182.88,ES,Athletic Club de Bilbao,327
192991,B. Mee,182.88,GB,Burnley,327
192991,Rafael,172.72,BR,Olympique Lyonnais,327
192991,Iborra,190.5,ES,Leicester City,327
192991,J. Wilshere,172.72,GB,West Ham United,327
192991,B. Hübner,193.04,DE,TSG 1899 Hoffenheim,327
192991,Souza,187.96,BR,Al Ahli,327
192991,F. Coquelin,177.8,FR,Valencia CF,327
192991,Alex Teixeira,172.72,BR,Jiangsu Suning FC,327
192991,A. Dzagoev,177.8,RU,PFC CSKA Moscow,327
192991,I. Smolnikov,177.8,RU,,327
192991,Y. M'Vila,182.88,FR,AS Saint-Étienne,327
192991,K. Asamoah,172.72,GH,Inter,327
192991,R. Zieler,187.96,DE,VfB Stuttgart,327
192991,D. Drinkwater,177.8,GB,Chelsea,327
192991,N. Kalinić,187.96,HR,Atlético Madrid,327
192991,Mariano,177.8,BR,Galatasaray SK,327
192991,S. Feghouli,175.26,DZ,Galatasaray SK,327
192991,Adrien Silva,175.26,PT,Leicester City,327
192991,Fernando,182.88,BR,Galatasaray SK,327
192991,I. Traoré,170.18,GN,Borussia Mönchengladbach,327
192991,G. Mercado,180.34,AR,Sevilla FC,327
192991,N. Petersen,187.96,DE,SC Freiburg,327
192991,O. Karnezis,190.5,GR,Napoli,327
192991,M. Sakho,187.96,FR,Crystal Palace,327
192991,Sidnei,187.96,BR,Real Betis,327
192991,S. Jovetić,182.88,ME,AS Monaco,327
192991,Eder,177.8,IT,Jiangsu Suning FC,327
192991,J. Hernández,175.26,MX,West Ham United,327
192991,Fabricio,182.88,ES,Fulham,327
192991,Kiko Casilla,190.5,ES,Real Madrid,327
192991,Ángel,172.72,ES,Getafe CF,327
192991,M. Schneiderlin,185.42,FR,Everton,327
192991,M. Fellaini,193.04,BE,Manchester United,327
192991,P. Wernbloom,187.96,SE,PAOK,327
192991,D. Ospina,182.88,CO,Napoli,327
192991,S. Mignolet,193.04,BE,Liverpool,327
192991,A. Begović,198.12,BA,Bournemouth,327
192991,N. Şahin,180.34,TR,SV Werder Bremen,327
192991,R. Bertrand,177.8,GB,Southampton,327
192991,A. Masiello,182.88,IT,Atalanta,327
192991,T. Walcott,175.26,GB,Everton,327
192991,Charles,177.8,BR,SD Eibar,327
192991,T. Heaton,187.96,GB,Burnley,327
192991,H. Ben Arfa,177.8,FR,Stade Rennais FC,327
192991,D. Abraham,187.96,AR,Eintracht Frankfurt,327
192991,E. Lavezzi,172.72,AR,Hebei China Fortune FC,327
192991,S. Kalou,182.88,CI,Hertha BSC,327
192991,J. Farfán,177.8,PE,Lokomotiv Moscow,327
192991,R. Babel,185.42,NL,Beşiktaş JK,327
192991,A. Young,175.26,GB,Manchester United,327
192991,J. Hart,195.58,GB,Burnley,327
192991,L. López,175.26,AR,Racing Club,327
192991,D. Baier,175.26,DE,FC Augsburg,327
192991,B. Yılmaz,187.96,TR,Trabzonspor,327
192991,R. Adler,190.5,DE,1. FSV Mainz 05,327
192991,S. Lichtsteiner,182.88,CH,Arsenal,327
192991,E. Adebayor,193.04,TG,Medipol Başakşehir FK,327
192991,E. Belözoğlu,170.18,TR,Medipol Başakşehir FK,327
192991,Loren,187.96,ES,Real Betis,327
192991,Éder Militão,185.42,BR,FC Porto,327
192991,F. Chiesa,175.26,IT,Fiorentina,327
192991,M. Lazzari,175.26,IT,SPAL,327
192991,A. Hakimi,180.34,MA,Borussia Dortmund,327
192991,S. Nakajima,165.1,JP,Portimonense SC,327
192991,L. Jović,182.88,RS,Eintracht Frankfurt,327
192991,S. Ascacíbar,167.64,AR,VfB Stuttgart,327
192991,A. Lafont,193.04,FR,Fiorentina,327
192991,T. Alexander-Arnold,180.34,GB,Liverpool,327
192991,F. Krovinović,177.8,HR,SL Benfica,327
192991,Sidney Pessinho,187.96,BR,Internacional,327
192991,Everticinho,175.26,BR,Grêmio,327
192991,Claudio Coíntra,175.26,BR,Internacional,327
192991,Ronaldo Esler,167.64,BR,Atlético Mineiro,327
192991,P. Lees-Melou,185.42,FR,OGC Nice,327
192991,B. Chilwell,177.8,GB,Leicester City,327
192991,João Novais,182.88,PT,SC Braga,327
192991,D. Calabria,175.26,IT,Milan,327
192991,F. Mendy,177.8,FR,Olympique Lyonnais,327
192991,L. Pellegrini,185.42,IT,Roma,327
192991,Soares,187.96,BR,FC Porto,327
192991,Daniel Podence,162.56,PT,Olympiacos CFP,327
192991,M. Díaz,187.96,AR,Club Atlético Huracán,327
192991,G. Martínez,172.72,AR,River Plate,327
192991,M. Eggestein,180.34,DE,SV Werder Bremen,327
192991,Trezeguet,177.8,EG,Kasimpaşa SK,327
192991,N. Amiri,180.34,DE,TSG 1899 Hoffenheim,327
192991,Vallejo,182.88,ES,Real Madrid,327
192991,J. Gomez,187.96,GB,Liverpool,327
192991,Diogo Jota,177.8,PT,Wolverhampton Wanderers,327
192991,Joan Jordán,182.88,ES,SD Eibar,327
192991,Dyego Sousa,190.5,BR,SC Braga,327
192991,A. Marušić,185.42,ME,Lazio,327
192991,David Soria,193.04,ES,Getafe CF,327
192991,V. Rongier,172.72,FR,FC Nantes,327
192991,W. Weghorst,198.12,NL,VfL Wolfsburg,327
192991,O. Al Soma,190.5,SY,Al Ahli,327
192991,M. Nakamba,175.26,ZW,Club Brugge KV,327
192991,Petros,180.34,BR,Al Nassr,327
192991,Pablo Maffeo,172.72,ES,VfB Stuttgart,327
192991,Y. Mina,195.58,CO,Everton,327
192991,M. Dúbravka,190.5,SK,Newcastle United,327
192991,Diego Carlos,185.42,BR,FC Nantes,327
192991,D. Djené,175.26,TG,Getafe CF,327
192991,G. Simeone,180.34,AR,Fiorentina,327
192991,M. Meza,180.34,AR,Independiente,327
192991,Bastos,180.34,AO,Lazio,327
192991,S. Lobotka,170.18,SK,RC Celta,327
192991,Y. Tielemans,175.26,BE,AS Monaco,327
192991,Marcelo Goiano,175.26,BR,SC Braga,327
192991,K. Tete,180.34,NL,Olympique Lyonnais,327
192991,Capa,175.26,ES,Athletic Club de Bilbao,327
192991,M. Sportiello,193.04,IT,Frosinone,327
192991,Jemerson,182.88,BR,AS Monaco,327
192991,N. Maksimović,193.04,RS,Napoli,327
192991,D. Zapata,187.96,CO,Atalanta,327
192991,J. Correa,187.96,AR,Lazio,327
192991,E. Rigoni,177.8,AR,Atalanta,327
192991,C. Izquierdoz,185.42,AR,Boca Juniors,327
192991,W. Barrios,177.8,CO,Boca Juniors,327
192991,J. Mojica,185.42,CO,Girona FC,327
192991,A. Selikhov,187.96,RU,Spartak Moscow,327
192991,A. Iwobi,185.42,NG,Arsenal,327
192991,D. Laxalt,177.8,UY,Milan,327
192991,N. Bentaleb,187.96,DZ,FC Schalke 04,327
192991,N. Stark,190.5,DE,Hertha BSC,327
192991,M. Lemina,182.88,GA,Southampton,327
192991,L. Dendoncker,187.96,BE,Wolverhampton Wanderers,327
192991,Ricardo Esgaio,172.72,PT,SC Braga,327
192991,P. Sisto,172.72,DK,RC Celta,327
192991,P. Max,177.8,DE,FC Augsburg,327
192991,R. Gagliardini,190.5,IT,Inter,327
192991,Pere Pons,177.8,ES,Girona FC,327
192991,D. Berardi,182.88,IT,Sassuolo,327
192991,M. Halstenberg,187.96,DE,RB Leipzig,327
192991,J. Quintero,167.64,CO,River Plate,327
192991,Tiago Volpi,185.42,BR,Querétaro,327
192991,Óliver Torres,175.26,ES,FC Porto,327
192991,Omar Mascarell,180.34,ES,FC Schalke 04,327
192991,H. Sakai,182.88,JP,Olympique de Marseille,327
192991,Andreas Pereira,177.8,BR,Manchester United,327
192991,A. Januzaj,185.42,BE,Real Sociedad,327
192991,B. Cristante,185.42,IT,Roma,327
192991,Matheus,187.96,BR,SC Braga,327
192991,B. Traoré,180.34,BF,Olympique Lyonnais,327
192991,Y. Poulsen,193.04,DK,RB Leipzig,327
192991,L. Trossard,172.72,BE,KRC Genk,327
192991,M. Arnold,182.88,DE,VfL Wolfsburg,327
192991,M. De Sciglio,182.88,IT,Juventus,327
192991,Leo Baptistao,180.34,BR,RCD Espanyol,327
192991,V. Chiricheş,182.88,RO,Napoli,327
192991,L. Pavoletti,187.96,IT,Cagliari,327
192991,A. Cragno,182.88,IT,Cagliari,327
192991,L. Castro,182.88,AR,Cagliari,327
192991,N. Füllkrug,187.96,DE,Hannover 96,327
192991,F. Fajr,177.8,MA,Stade Malherbe Caen,327
192991,R. Jiménez,187.96,MX,Wolverhampton Wanderers,327
192991,E. Sala,187.96,AR,FC Nantes,327
192991,S. García,180.34,UY,Godoy Cruz,327
192991,S. Arias,177.8,CO,Atlético Madrid,327
192991,B. Reynet,185.42,FR,Toulouse Football Club,327
192991,Pozuelo,172.72,ES,KRC Genk,327
192991,A. Trebel,175.26,FR,RSC Anderlecht,327
192991,J. Lascelles,187.96,GB,Newcastle United,327
192991,T. Kongolo,187.96,NL,Huddersfield Town,327
192991,A. Carrillo,180.34,PE,Al Hilal,327
192991,Álvaro,182.88,ES,Villarreal CF,327
192991,G. Defrel,177.8,FR,Sampdoria,327
192991,Fernando,175.26,BR,Spartak Moscow,327
192991,V. Darida,170.18,CZ,Hertha BSC,327
192991,R. Saponara,182.88,IT,Sampdoria,327
192991,Pedro Mendes,185.42,PT,Montpellier HSC,327
192991,C. Schindler,187.96,DE,Huddersfield Town,327
192991,N. Chadli,187.96,BE,AS Monaco,327
192991,Arbilla,177.8,ES,SD Eibar,327
192991,L. Dunk,193.04,GB,Brighton & Hove Albion,327
192991,P. Hernández,185.42,CL,Independiente,327
192991,J. Guidetti,185.42,SE,Deportivo Alavés,327
192991,Sergi Gómez,185.42,ES,Sevilla FC,327
192991,Oriol Romeu,182.88,ES,Southampton,327
192991,Lucas Pérez,180.34,ES,West Ham United,327
192991,B. Natcho,177.8,IL,Olympiacos CFP,327
192991,Cláudio Ramos,182.88,PT,CD Tondela,327
192991,F. Lejeune,187.96,FR,Newcastle United,327
192991,G. Krychowiak,185.42,PL,Lokomotiv Moscow,327
192991,N. Lodeiro,170.18,UY,Seattle Sounders FC,327
192991,O. Özyakup,180.34,TR,Beşiktaş JK,327
192991,C. Tévez,170.18,AR,Boca Juniors,327
192991,K. Papadopoulos,185.42,GR,Hamburger SV,327
192991,M. Gradel,177.8,CI,Toulouse Football Club,327
192991,M. Debuchy,175.26,FR,AS Saint-Étienne,327
192991,V. Moses,177.8,NG,Chelsea,327
192991,Z. Junuzović,172.72,AT,FC Red Bull Salzburg,327
192991,Granero,180.34,ES,RCD Espanyol,327
192991,J. Baumgartlinger,182.88,AT,Bayer 04 Leverkusen,327
192991,Fábio Coentrão,177.8,PT,Rio Ave FC,327
192991,B. Costil,187.96,FR,FC Girondins de Bordeaux,327
192991,Hilton,180.34,BR,Montpellier HSC,327
192991,N. Gudelj,187.96,RS,Sporting CP,327
192991,L. Pratto,187.96,AR,River Plate,327
192991,E. Hernández,170.18,MX,Cruz Azul,327
192991,Jurado,175.26,ES,Al Ahli,327
192991,R. Cabella,170.18,FR,AS Saint-Étienne,327
192991,Rafael Tolói,185.42,BR,Atalanta,327
192991,C. Bravo,182.88,CL,Manchester City,327
192991,Hernanes,180.34,BR,Hebei China Fortune FC,327
192991,K. Honda,182.88,JP,Melbourne Victory,327
192991,A. Dzyuba,195.58,RU,,327
192991,J. Holebas,185.42,GR,Watford,327
192991,Javi García,185.42,ES,Real Betis,327
192991,Sergio,177.8,ES,RC Celta,327
192991,M. Cáceres,180.34,UY,Lazio,327
192991,Daniel Carriço,180.34,PT,Sevilla FC,327
192991,J. Cork,182.88,GB,Burnley,327
192991,J. Tomkins,193.04,GB,Crystal Palace,327
192991,Guilherme,195.58,RU,Lokomotiv Moscow,327
192991,Gervinho,177.8,CI,Parma,327
192991,J. Shelvey,182.88,GB,Newcastle United,327
192991,R. Eremenko,185.42,FI,Spartak Moscow,327
192991,R. Vormer,177.8,NL,Club Brugge KV,327
192991,J. Lens,177.8,NL,Beşiktaş JK,327
192991,Adriano,172.72,BR,Beşiktaş JK,327
192991,S. Cook,185.42,GB,Bournemouth,327
192991,L. Podolski,182.88,DE,Vissel Kobe,327
192991,C. Ansaldi,180.34,AR,Torino,327
192991,Manu García,182.88,ES,Deportivo Alavés,327
192991,R. Alessandrini,172.72,FR,LA Galaxy,327
192991,J. Ward-Prowse,172.72,GB,Southampton,327
192991,M. Harnik,185.42,AT,SV Werder Bremen,327
192991,B. Moukandjo,180.34,CM,Beijing Renhe FC,327
192991,G. Pereiro,187.96,UY,PSV,327
192991,G. Castro,172.72,DE,VfB Stuttgart,327
192991,Aarón Martín,180.34,ES,1. FSV Mainz 05,327
192991,F. Johnson,182.88,US,Borussia Mönchengladbach,327
192991,L. López,190.5,AR,Genoa,327
192991,M. Dossevi,172.72,TG,Toulouse Football Club,327
192991,Caiuby,182.88,BR,FC Augsburg,327
192991,Gabriel,187.96,BR,SL Benfica,327
192991,Iván Ramis,187.96,ES,SD Eibar,327
192991,M. Suchý,182.88,CZ,FC Basel 1893,327
192991,T. Vilhena,175.26,NL,Feyenoord,327
192991,E. Çolak,170.18,TR,Al Wehda,327
192991,V. Germain,180.34,FR,Olympique de Marseille,327
192991,G. Hoarau,193.04,FR,BSC Young Boys,327
192991,Sergio García,175.26,ES,RCD Espanyol,327
192991,E. Choupo-Moting,190.5,CM,Paris Saint-Germain,327
192991,J. Pinola,180.34,AR,River Plate,327
192991,J. Hendrix,180.34,NL,PSV,327
192991,J. Izquierdo,170.18,CO,Brighton & Hove Albion,327
192991,S. Sydorchuk,187.96,UA,Dynamo Kyiv,327
192991,C. Grenier,185.42,FR,Stade Rennais FC,327
192991,T. Strobl,187.96,DE,Borussia Mönchengladbach,327
192991,V. Odjidja-Ofoe,182.88,BE,KAA Gent,327
192991,N. Guzmán,193.04,AR,Tigres U.A.N.L.,327
192991,F. Fabra,172.72,CO,Boca Juniors,327
220697,J. Maddison,175.26,GB,Leicester City,95
220697,K. El Ahmadi,180.34,MA,Al Ittihad,95
220697,M. Carcela-González,175.26,MA,Standard de Liège,95
220697,M. Gabbiadini,180.34,IT,Southampton,95
220697,Gomes,190.5,BR,Watford,95
220697,M. Ritchie,172.72,gb-sct,Newcastle United,95
220697,G. Bou,177.8,AR,Racing Club,95
220697,Javi Fuego,182.88,ES,Villarreal CF,95
220697,E. Akbaba,180.34,TR,Galatasaray SK,95
220697,J. Amavi,175.26,FR,Olympique de Marseille,95
220697,R. Malinovskyi,180.34,UA,KRC Genk,95
220697,D. Welbeck,185.42,GB,Arsenal,95
220697,G. Conti,193.04,AR,SL Benfica,95
220697,Bruno,185.42,ES,Getafe CF,95
220697,Garry Rodrigues,172.72,CV,Galatasaray SK,95
220697,A. Schwolow,187.96,DE,SC Freiburg,95
220697,L. Cook,175.26,GB,Bournemouth,95
220697,P. Pérez,175.26,AR,Boca Juniors,95
220697,Gazzolisco,185.42,BR,Internacional,95
220697,Jonatan Soriano,180.34,ES,Beijing Sinobo Guoan FC,95
220697,Rubén Peña,170.18,ES,SD Eibar,95
220697,Mikel San José,187.96,ES,Athletic Club de Bilbao,95
220697,P. Groß,180.34,DE,Brighton & Hove Albion,95
220697,L. Baines,170.18,GB,Everton,95
220697,A. Ogbonna,190.5,IT,West Ham United,95
220697,Juan Jesus,185.42,BR,Roma,95
220697,J. Martínez,185.42,CO,Portimonense SC,95
220697,N. Elvedi,187.96,CH,Borussia Mönchengladbach,95
220697,G. Moreno,193.04,CO,Shanghai Greenland Shenhua FC,95
220697,J. Valdivia,172.72,CL,Colo-Colo,95
220697,A. Carroll,193.04,GB,West Ham United,95
220697,Luís Neto,187.96,PT,,95
220697,A. Pyatov,190.5,UA,Shakhtar Donetsk,95
220697,T. Gutiérrez,177.8,CO,Junior FC,95
220697,Álex Remiro,190.5,ES,Athletic Club de Bilbao,95
220697,Wilson Eduardo,177.8,PT,SC Braga,95
220697,Jorge Meré,182.88,ES,1. FC Köln,95
220697,M. Elneny,180.34,EG,Arsenal,95
220697,D. Torres,182.88,CO,Deportivo Alavés,95
220697,Y. Bounou,193.04,MA,Girona FC,95
220697,A. Prijović,190.5,RS,PAOK,95
220697,A. Jahanbakhsh,180.34,IR,Brighton & Hove Albion,95
220697,J. Calleri,180.34,AR,Deportivo Alavés,95
220697,Simão Acunha,177.8,BR,Atlético Mineiro,95
220697,N. Müller,172.72,DE,Eintracht Frankfurt,95
220697,L. Ocampos,187.96,AR,Olympique de Marseille,95
220697,J. Rodriguez,185.42,GB,West Bromwich Albion,95
220697,V. Ibišević,187.96,BA,Hertha BSC,95
220697,S. Rondón,185.42,VE,Newcastle United,95
220697,Victor Sánchez,175.26,ES,RCD Espanyol,95
220697,D. Suárez,172.72,UY,Getafe CF,95
220697,K. Huntelaar,185.42,NL,Ajax,95
220697,L. Dubois,177.8,FR,Olympique Lyonnais,95
220697,André Pinto,193.04,PT,Sporting CP,95
220697,K. Lala,177.8,FR,RC Strasbourg Alsace,95
220697,O. Kıvrak,187.96,TR,Trabzonspor,95
220697,A. Bertolacci,177.8,IT,Milan,95
220697,E. Giaccherini,167.64,IT,Chievo Verona,95
220697,A. Živković,170.18,RS,SL Benfica,95
220697,R. Ábila,177.8,AR,Boca Juniors,95
220697,P. Diop,177.8,SN,SD Eibar,95
220697,D. Garmash,185.42,UA,Dynamo Kyiv,95
220697,T. Chandler,182.88,US,Eintracht Frankfurt,95
220697,R. Klavan,187.96,EE,Cagliari,95
220697,A. Miranchuk,182.88,RU,Lokomotiv Moscow,95
220697,D. Da Silva,182.88,FR,Stade Rennais FC,95
220697,D. Benaglio,193.04,CH,AS Monaco,95
220697,T. Rincón,177.8,VE,Torino,95
220697,M. Pereira,172.72,UY,FC Porto,95
220697,C. Borges,182.88,CR,Göztepe SK,95
220697,J. Sand,182.88,AR,Deportivo Cali,95
220697,Markel Bergara,180.34,ES,Getafe CF,95
220697,Vágner Love,170.18,BR,Beşiktaş JK,95
220697,B. Bourigeaud,177.8,FR,Stade Rennais FC,95
220697,R. Soriano,182.88,IT,Torino,95
220697,D. Kuzyaev,182.88,RU,,95
220697,R. Sambueza,175.26,AR,Deportivo Toluca,95
220697,Montoya,175.26,ES,Brighton & Hove Albion,95
220697,A. Poli,182.88,IT,Bologna,95
220697,C. Austin,187.96,GB,Southampton,95
