name,gender,height,category,subcat1,subcat2,extras
arata kijitani,m,177.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hayato ozaki,m,176.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
shiori tokimiya,f,176.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
touichirou sasagoi,m,176.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rui sagisawa,f,175.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
shougo ukawa,m,173.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
tarou tsubameno,m,172.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
motofumi mashiko,m,171.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
shirou mozuyama,m,170.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hisui hoshikawa,f,166.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
keizaburou ouchi,m,165.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
koruri masaki,f,162.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
shouko shiginuma,f,160.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hitaki kuze,f,158.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
tsugumi kuze,f,157.0,Fictional,Anime,The Scales of Nil Admirari: The Mysterious Story of Teito,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kirari moroboshi,f,182.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
juney,f,172.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kaede takagaki,f,171.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
takane shijou,f,169.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
azusa miura,f,168.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
noa takamine,f,168.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
cathy graham,f,168.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
tokiko zaizen,f,168.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rumi wakui,f,168.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
clarice,f,166.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
marina sawada,f,166.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rin shibuya,f,165.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
minami nitta,f,165.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
anastasia,f,165.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
miyu mifune,f,165.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
eve santaclaus,f,165.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
shiori sena,f,165.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
frederica miyamoto,f,164.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
chitose kurosaki,f,164.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
shuuko shiomi,f,163.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
takumi mukai,m,163.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mika jougasaki,f,162.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
fumika sagisawa,f,162.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
chihaya kisaragi,f,162.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kanade hayami,f,162.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
ryo akizuki,f,162.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
miki hoshii,f,161.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
airi totoki,f,161.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mio honda,f,161.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yuki himekawa,f,161.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
shiki ichinose,f,161.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hasumi nagatomi,f,161.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
chizuru matsuo,f,161.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
ryo matsunaga,m,160.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yukino aihara,f,160.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
misaki etou,f,160.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
fuka asano,f,160.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
megumi ijuin,f,160.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kotori otonashi,f,159.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
uzuki shimamura,f,159.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mizuki kawashima,f,159.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
makoto kikuchi,f,159.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
natsuki kimura,f,159.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
haruka amami,f,158.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
helen,f,158.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yumi aiba,f,158.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
seika suzumiya,f,158.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kiyora yanagi,f,158.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mahiro kitagawa,m,158.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yuuko hori,f,157.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
izumi ohishi,f,157.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
chiyo shirayuki,f,157.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yumeko sakurai,f,156.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
ranko kanzaki,f,156.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
ritsuko akizuki,f,156.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
ako tsuchiya,f,156.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
haruna kamijo,f,156.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
saya matsubara,f,156.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
arisa mochida,f,156.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
karen houjou,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
miho kohinata,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
aiko takamori,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yui ohtsuki,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yukari mizumoto,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
karin domyoji,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
natalia,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hiromi seki,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kanna ariura,f,155.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
nao kamiya,f,154.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yukiho hagiwara,f,154.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rina fujimoto,f,154.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kyoko igarashi,f,154.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
erika akanishi,f,154.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
chihiro senkawa,f,154.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kanako mimura,f,153.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
chieri ogata,f,153.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mayu sakuma,f,153.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
iori minase,f,153.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kana imai,f,153.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hibiki ganaha,f,152.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
miku maekawa,f,152.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
riina tada,f,152.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
sanae katagiri,f,152.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
fueifuei yao,f,152.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hayate hisakawa,m,151.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yoshino yorita,f,151.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
atsumi munakata,f,151.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
layla,f,150.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
akari tsujino,f,150.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
nagi hisakawa,f,150.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
hijiri mochizuki,f,150.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
rika jougasaki,f,149.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mami futami,f,149.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
ami futami,f,149.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yuka nakano,f,149.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
sana miyoshi,f,149.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
riamu yumemi,f,149.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
nono morikubo,f,149.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
sae kobayakawa,f,148.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
akane hino,f,148.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
reina koseki,f,148.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
noriko shiina,f,147.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
mirei hayasaka,f,147.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
nulla abe,f,146.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
tomoe murakami,f,146.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
momoka sakurai,f,145.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yayoi takatsuki,f,145.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
sakura muramatsu,f,145.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
tamami wakiyama,f,145.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
kurumi ohnuma,f,145.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
azuki momoi,f,145.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
syoko hoshi,f,142.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
sachiko koshimizu,f,142.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
koume shirasaka,f,142.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
miria akagi,f,140.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
haru yuuki,f,140.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
koharu koga,f,140.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
anzu futaba,f,139.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
chie sasaki,f,139.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
yukimi sajo,f,137.0,Fictional,Anime,The Idolmaster: Cinderella Girls,"{'Birthday': null, 'Age':null, 'gender': null, 'Blood Type': null}"
