name,net_worth,gender,nationality,birthday,age,is_alive,death,birthDate,deathDate,category,height
andie macdowell,20000000.0,female,us,1958-04-21,65.0,1.0,,,,'model',173.0
andie macdowell,20000000.0,female,us,1958-04-21,65.0,1.0,,,,'model',173.0
andra day,4000000.0,,,,,,,,,nan,
andre agassi,175000000.0,male,us,1970-04-29,53.0,1.0,,,,'athlete',180.0
andre braugher,8000000.0,male,us,1962-07-01,61.0,1.0,,,,'actor',183.0
andre drummond,40000000.0,,,,,,,,,nan,
andre royo,2000000.0,male,us,1968-07-18,54.0,1.0,,,,'actor',170.00000000000003
andre the giant,10000000.0,male,fr,1946-05-19,46.0,0.0,1993-01-27,,,'wrestler',224.00000000000003
andrea anders,5000000.0,female,us,1975-05-10,48.0,1.0,,,,'actor',173.0
andrea barber,2000000.0,female,us,1976-07-03,47.0,1.0,,,,'actor',157.0
andrea bocelli,100000000.0,male,it,1958-09-22,64.0,1.0,,,,'songwriter',187.0
andrea bowen,3000000.0,female,us,1990-03-04,33.0,1.0,,,,'actor',165.0
andrea evans,5000000.0,female,us,1957-06-18,66.0,1.0,,,,'actor',165.0
andrea martin,1000000.0,female,us,1947-01-15,76.0,1.0,,,,'comedian',162.0
andrea navedo,3000000.0,female,,,,,,,,'actor',
andrea russett,2000000.0,female,us,,,,,,,nan,
andrea savage,500000.0,female,us,1973-02-20,50.0,1.0,,,,'comedian',
andrea thompson,3000000.0,female,us,1959-05-22,64.0,1.0,,,,'actor',173.0
andres iniesta,120000000.0,male,es,1984-05-11,39.0,1.0,,,,'football_player',170.00000000000003
andrew bryniarski,300000.0,male,us,1969-02-13,54.0,1.0,,,,'actor',196.0
andrew dice clay,10000000.0,male,us,1957-09-29,65.0,1.0,,,,'comedian',180.0
andrew flintoff,20000000.0,male,gb,1977-12-06,45.0,1.0,,,,'cricketer',193.00000000000003
andrew garfield,13000000.0,male,us,1983-08-20,39.0,1.0,,,,'actor',179.0
andrew gower,680000000.0,male,gb,1978-12-02,44.0,1.0,,,,'programmer',
andrew keegan,1500000.0,male,us,1979-01-29,44.0,1.0,,,,'actor',184.0
andrew lincoln,16000000.0,male,gb,1973-09-14,49.0,1.0,,,,'actor',178.0
andrew mccarthy,12000000.0,male,us,1962-11-29,60.0,1.0,,,,'actor',175.0
andrew rannells,4000000.0,male,us,1978-08-23,44.0,1.0,,,,'singer',185.0
andrew robinson,500000.0,male,us,1942-02-14,81.0,1.0,,,,'actor',
andrew sachs,10000000.0,male,gb,1930-04-07,93.0,1.0,,,,'actor',162.0
andrew schulz,3000000.0,male,,,,,,,,'actor',
andrew scott,8000000.0,male,ie,1976-10-21,46.0,1.0,,,,'actor',173.0
andrew scott,8000000.0,male,ie,1976-10-21,46.0,1.0,,,,'actor',173.0
andrew shue,100000000.0,male,us,1967-02-20,56.0,1.0,,,,'actor',173.0
andrew taggart,70000000.0,,,,,,,,,nan,
andrew tate,1000000.0,,,,,,,,,nan,
andy biersack,4000000.0,male,us,1990-12-26,32.0,1.0,,,,'musician',193.00000000000003
andy dick,3000000.0,male,us,1965-12-21,57.0,1.0,,,,'comedian',178.0
andy garcia,20000000.0,male,us,1956-04-12,67.0,1.0,,,,'actor',178.0
andy gibb,10000000.0,male,gb,1958-03-05,30.0,0.0,1988-03-10,,,'singer',173.0
andy griffith,60000000.0,male,us,1926-06-01,86.0,0.0,2012-07-03,,,'actor',183.0
andy kaufman,3000000.0,male,us,1949-01-17,35.0,0.0,1984-05-16,,,'comedian',185.0
andy kindler,500000.0,male,us,1956-10-16,66.0,1.0,,,,'actor',170.00000000000003
andy lau,70000000.0,male,hk,1961-09-27,61.0,1.0,,,,'singer',175.0
andy milonakis,1000000.0,male,us,1976-01-30,47.0,1.0,,,,'comedian',166.0
andy murray,100000000.0,male,gb,1987-05-15,36.0,1.0,,,,'tennis_player',190.0
andy richter,10000000.0,male,us,1966-10-28,56.0,1.0,,,,'comedian',188.0
andy roddick,40000000.0,male,us,1982-08-30,40.0,1.0,,,,'tennis_player',188.0
andy ruiz jr.,10000000.0,,,,,,,,,nan,
andy samberg,20000000.0,male,us,1978-08-18,44.0,1.0,,,,'comedian',177.0
andy serkis,28000000.0,male,gb,1964-04-20,59.0,1.0,,,,'actor',173.0
andy taylor,20000000.0,male,gb,1961-02-16,62.0,1.0,,,,'singer',
andy whitfield,5000000.0,male,gb,1971-10-17,39.0,0.0,2011-09-11,,,'actor',180.0
andy williams,45000000.0,male,us,1927-12-03,84.0,0.0,2012-09-25,,,'singer',169.0
angel coulby,5000000.0,female,gb,1980-08-30,42.0,1.0,,,,'actor',162.0
angel haze,500000.0,female,us,1991-07-10,31.0,1.0,,,,'rapper',
angela bassett,25000000.0,female,us,1958-08-16,64.0,1.0,,,,'actor',163.0
angela cartwright,5000000.0,female,gb,1952-09-09,70.0,1.0,,,,'actor',165.0
angela kinsey,8000000.0,female,us,1971-06-25,52.0,1.0,,,,'actor',155.0
angela lansbury,70000000.0,female,us,1925-10-16,97.0,1.0,,,,'actor',173.0
angela rippon,10000000.0,female,gb,1944-10-12,78.0,1.0,,,,'presenter',
angela sarafyan,6000000.0,female,us,1983-06-30,40.0,1.0,,,,'actor',172.0
angela simmons,7500000.0,female,us,1987-09-18,35.0,1.0,,,,'shoe_designer',170.00000000000003
angelababy,40000000.0,female,cn,1989-02-28,34.0,1.0,,,,'singer',168.00000000000003
angelica bridges,5000000.0,female,us,1973-11-20,49.0,1.0,,,,'actor',173.0
angelina jolie,120000000.0,female,us,1975-06-04,48.0,1.0,,,,'actor',169.0
angelina pivarnick,2000000.0,female,us,1986-06-26,37.0,1.0,,,,'actor',
angelique boyer,6000000.0,female,fr,1988-07-04,35.0,1.0,,,,'actor',165.0
angelique kerber,30000000.0,female,de,1988-01-18,35.0,1.0,,,,'tennis_player',172.0
anggun,16000000.0,,,,,,,,,nan,
angie cepeda,5000000.0,female,co,1974-08-02,48.0,1.0,,,,'actor',
angie dickinson,25000000.0,female,us,1931-09-30,91.0,1.0,,,,'actor',165.0
angie everhart,8000000.0,female,us,1969-09-07,53.0,1.0,,,,'model',178.0
angie harmon,30000000.0,female,us,1972-08-10,50.0,1.0,,,,'model',176.0
angie stone,3000000.0,female,us,1961-12-19,61.0,1.0,,,,'record_producer',160.0
angourie rice,3000000.0,female,,2001,,,,,,'actor',130.0
angry anderson,3000000.0,male,au,1947-08-05,75.0,1.0,,,,'singer',156.0
angus macfadyen,4000000.0,male,gb,1963-09-21,59.0,1.0,,,,'actor',178.0
anna popplewell,4000000.0,,,,,,,,,nan,
anna torv,6000000.0,female,au,1979-06-07,44.0,1.0,,,,'actor',173.0
annabella sciorra,6000000.0,female,us,1964-03-24,59.0,1.0,,,,'actor',157.0
annabelle wallis,4000000.0,female,gb,1984-09-25,38.0,1.0,,,,'actor',170.00000000000003
annabeth gish,4000000.0,female,us,1971-03-13,52.0,1.0,,,,'actor',173.0
anne archer,20000000.0,female,us,1947-08-24,75.0,1.0,,,,'actor',170.00000000000003
annalynne mccord,5000000.0,female,us,1987-07-16,35.0,1.0,,,,'actor',171.0
annasophia robb,8000000.0,female,us,1993-12-08,29.0,1.0,,,,'actor',152.0
annasophia robb,8000000.0,female,us,1993-12-08,29.0,1.0,,,,'actor',152.0
anne dudek,4000000.0,female,us,1975-03-22,48.0,1.0,,,,'actor',177.0
anne bancroft,20000000.0,female,us,1931-09-17,73.0,0.0,2005-06-06,,,'actor',173.0
anne hathaway,60000000.0,female,us,1982-11-12,40.0,1.0,,,,'actor',173.0
anne hegerty,3000000.0,,,,,,,,,nan,
anne heche,8000000.0,female,us,1969-05-25,54.0,1.0,,,,'actor',165.0
anne robinson,45000000.0,female,gb,1944-09-26,78.0,1.0,,,,'presenter',155.0
anne schedeen,1000000.0,female,us,1949-01-08,74.0,1.0,,,,'actor',
anne meara,12500000.0,female,us,1929-09-20,85.0,0.0,2015-05-23,,,'comedian',
anne vyalitsyna,6000000.0,female,ru,1986-03-19,37.0,1.0,,,,'model',176.0
anne winters,3000000.0,,,,,,,,,nan,
anneliese van der pol,1000000.0,female,nl,1984-09-23,38.0,1.0,,,,'singer',163.0
annet mahendru,4000000.0,,,,,,,,,nan,
anne-marie johnson,4000000.0,female,us,1960-07-18,62.0,1.0,,,,'actor',180.0
annette bening,70000000.0,female,us,1958-05-29,65.0,1.0,,,,'actor',169.0
annette funicello,15000000.0,female,us,1942-10-22,70.0,0.0,2013-04-08,,,'singer',160.0
annette o'toole,10000000.0,female,us,1952-04-01,71.0,1.0,,,,'actor',160.0
annie murphy,3000000.0,female,,,,,,,,'actor',
annie murphy,3000000.0,female,,,,,,,,'actor',
annie mumolo,2000000.0,female,us,1973-07-10,49.0,1.0,,,,'screenwriter',
annie potts,8000000.0,female,us,1952-10-28,70.0,1.0,,,,'actor',160.0
annie lennox,60000000.0,female,gb,1954-12-25,68.0,1.0,,,,'singer-songwriter',175.0
annie mac,8000000.0,female,gb,1978-07-18,44.0,1.0,,,,nan,
ansel elgort,12000000.0,male,,1994-03-14,29.0,1.0,,,,nan,
anson williams,1800000.0,male,us,1949-09-25,73.0,1.0,,,,'actor',179.0
ant anstead,5000000.0,,,,,,,,,nan,
anthea turner,20000000.0,female,gb,1960-05-25,63.0,1.0,,,,'presenter',168.00000000000003
anson mount,3000000.0,male,us,1973-02-25,50.0,1.0,,,,'actor',185.0
anthony daniels,8000000.0,male,gb,1946-02-21,77.0,1.0,,,,'actor',175.0
anthony anderson,25000000.0,male,us,1970-08-15,52.0,1.0,,,,'comedian',178.0
anthony bourdain,16000000.0,male,us,1956-06-25,61.0,0.0,2018-06-08,,,'tv_chef',193.00000000000003
anthony edwards,40000000.0,male,us,1962-07-19,60.0,1.0,,,,'actor',188.0
anthony davis,60000000.0,male,us,1993-03-11,30.0,1.0,,,,'basketball_player',208.0
anthony heald,2000000.0,male,us,1944-08-25,78.0,1.0,,,,'actor',
anthony joshua,80000000.0,,,,,,,,,nan,
anthony kiedis,140000000.0,male,us,1962-11-01,60.0,1.0,,,,'songwriter',175.0
anthony lapaglia,6000000.0,male,au,1959-01-31,64.0,1.0,,,,'actor',178.0
anthony head,3000000.0,,,,,,,,,nan,
anthony mackie,8000000.0,male,us,1978-09-23,44.0,1.0,,,,'actor',178.0
anthony hopkins,160000000.0,male,us,1937-12-31,85.0,1.0,,,,'actor',174.0
anthony michael hall,8000000.0,male,us,1968-04-14,55.0,1.0,,,,'actor',188.0
anthony mcpartlin,40000000.0,male,gb,1975-11-18,47.0,1.0,,,,'presenter',173.0
anthony padilla,3000000.0,,,,,,,,,nan,
anthony quinn,20000000.0,male,us,1915-04-21,86.0,0.0,2001-06-03,,,'actor',185.0
anthony perkins,6000000.0,male,us,1932-04-04,60.0,0.0,1992-09-12,,,'actor',187.0
anthony rapp,2000000.0,male,us,1971-10-26,51.0,1.0,,,,'singer',173.0
anthony zerbe,3000000.0,male,us,1936-05-20,87.0,1.0,,,,'actor',178.0
antoine griezmann,60000000.0,male,fr,1991-03-21,32.0,1.0,,,,'football_player',176.0
anton du beke,10000000.0,male,gb,1966-07-20,56.0,1.0,,,,'ballroom_dancer',
anton yelchin,10000000.0,male,us,1989-03-11,34.0,1.0,,,,'actor',175.0
antoni porowski,4000000.0,,,,,,,,,nan,
antje traue,3000000.0,female,de,1981-01-18,42.0,1.0,,,,'actor',
antonia prebble,3000000.0,female,nz,1984-06-06,39.0,1.0,,,,'actor',
antony cotton,4000000.0,male,gb,1975-08-05,47.0,1.0,,,,'actor',177.0
antonio banderas,50000000.0,male,es,1960-08-10,62.0,1.0,,,,'actor',174.0
antonio brown,20000000.0,male,us,1988-07-10,34.0,1.0,,,,'american_football_player',178.0
antony starr,2000000.0,male,nz,1975-10-25,47.0,1.0,,,,'actor',180.0
anupam kher,70000000.0,male,in,1955-03-07,68.0,1.0,,,,'actor',180.0
anushka sharma,16000000.0,female,in,1988-05-01,35.0,1.0,,,,'actor',175.0
anushka shetty,5000000.0,female,in,1981-11-07,41.0,1.0,,,,'actor',183.0
anwar hadid,4000000.0,,,,,,,,,nan,
anya taylor-joy,3000000.0,,,,,,,,,nan,
april bowlby,2000000.0,female,us,1980-07-30,42.0,1.0,,,,'actor',177.0
archie panjabi,3000000.0,female,gb,1972-05-31,51.0,1.0,,,,'actor',160.0
arden myrin,1500000.0,female,us,1973-12-10,49.0,1.0,,,,'actor',162.0
aretha franklin,80000000.0,female,us,1942-03-25,76.0,0.0,2018-08-16,,,'singer',165.0
ari shaffir,600000.0,male,us,1974,,,,,,'comedian',
ari graynor,1000000.0,female,us,1983-04-27,40.0,1.0,,,,'actor',165.0
ariana grande,150000000.0,female,us,1993-06-26,30.0,1.0,,,,'actor',153.0
arianne zucker,6000000.0,female,us,1974-06-03,49.0,1.0,,,,'actor',175.0
arianny celeste,3000000.0,female,us,1985-11-12,37.0,1.0,,,,'model',168.00000000000003
ariel winter,12000000.0,female,us,1998-01-28,25.0,1.0,,,,'actor',163.0
ariana richards,1500000.0,female,us,1979-09-11,43.0,1.0,,,,'actor',167.0
ariana madix,1000000.0,female,,,,,,,,'actor',
arielle kebbel,3000000.0,female,us,1985-02-19,38.0,1.0,,,,'actor',173.0
arjun rampal,15000000.0,male,in,1972-11-26,50.0,1.0,,,,'actor',187.0
arlene golonka,5000000.0,female,us,1936-01-23,87.0,1.0,,,,'actor',
arlene tur,2000000.0,female,us,,,,,,,'actor',
arjun kapoor,10000000.0,male,in,1985-06-26,38.0,1.0,,,,'actor',185.0
arliss howard,16000000.0,male,us,1954-10-18,68.0,1.0,,,,'actor',175.0
armand assante,10000000.0,male,us,1949-10-04,73.0,1.0,,,,'actor',178.0
armin shimerman,3000000.0,male,us,1949-11-05,73.0,1.0,,,,'actor',166.0
arnold vosloo,4000000.0,male,za,1962-06-16,61.0,1.0,,,,'actor',188.0
arnold schwarzenegger,400000000.0,male,us,1947-07-30,75.0,1.0,,,,'actor',188.0
arsenio hall,16000000.0,male,us,1956-02-12,67.0,1.0,,,,'comedian',180.0
armie hammer,16000000.0,male,us,1986-08-28,36.0,1.0,,,,'actor',196.0
art carney,16000000.0,male,us,1918-11-04,85.0,0.0,2003-11-09,,,'actor',178.0
art garfunkel,65000000.0,male,us,1941-11-05,81.0,1.0,,,,'musician',183.0
arshad warsi,40000000.0,male,in,1968-04-19,55.0,1.0,,,,'actor',165.0
arthur miller,10000000.0,male,us,1915-10-17,89.0,0.0,2005-02-10,,,'essayist',185.0
aruna irani,30000000.0,female,in,1952-05-03,71.0,1.0,,,,'actor',
arvind swamy,20000000.0,male,in,1970-06-17,53.0,1.0,,,,'actor',
asa butterfield,5000000.0,male,gb,1997-04-01,26.0,1.0,,,,'actor',178.0
asa akira,3000000.0,female,us,1986-01-02,37.0,1.0,,,,'pornographic_film_actor',157.0
asap ferg,6000000.0,male,us,1988-10-20,34.0,1.0,,,,'rapper',
asap rocky,10000000.0,male,us,1988-10-03,34.0,1.0,,,,'rapper',179.0
ashanti,8000000.0,female,us,1980-10-13,42.0,1.0,,,,'actor',160.0
asher angel,1000000.0,,,,,,,,,nan,
ashlee simpson,11000000.0,female,us,1984-10-03,38.0,1.0,,,,'singer',170.00000000000003
asher keddie,6000000.0,female,au,1974-07-31,48.0,1.0,,,,'actor',
ashley banjo,1000000.0,male,gb,1988-10-04,34.0,1.0,,,,'presenter',196.0
ashley benson,6000000.0,female,us,1989-12-18,33.0,1.0,,,,'actor',161.0
ashley graham,10000000.0,female,us,1988,,,,,,'model',175.0
ashley greene,8000000.0,female,us,1987-02-21,36.0,1.0,,,,'actor',165.0
ashley hamilton,5000000.0,male,us,1974-09-30,48.0,1.0,,,,'actor',193.00000000000003
ashley johnson,3000000.0,female,us,1983-08-09,39.0,1.0,,,,'actor',163.0
ashley jones,6000000.0,female,us,1976-09-03,46.0,1.0,,,,'actor',170.00000000000003
ashley judd,22000000.0,female,us,1968-04-19,55.0,1.0,,,,'actor',170.00000000000003
ashley leggat,800000.0,female,ca,1986-09-26,36.0,1.0,,,,'actor',171.0
ashley hinshaw,500000.0,female,us,1988-12-11,34.0,1.0,,,,'actor',171.0
ashley olsen,250000000.0,female,us,1986-06-13,37.0,1.0,,,,'actor',160.0
ashley parker,1000000.0,male,us,1981-08-01,41.0,1.0,,,,'singer-songwriter',
ashley rickards,2500000.0,female,us,1992-05-04,31.0,1.0,,,,'actor',163.0
ashley madekwe,3000000.0,female,gb,1981-12-06,41.0,1.0,,,,'actor',173.0
ashley scott,500000.0,female,us,1977-07-13,45.0,1.0,,,,'model',175.0
ashley tisdale,10000000.0,female,us,1985-07-02,38.0,1.0,,,,'actor',160.0
ashley williams,3000000.0,female,us,1978-11-12,44.0,1.0,,,,'actor',170.00000000000003
ashley roberts,1600000.0,female,us,1981-09-14,41.0,1.0,,,,'singer',161.0
ashley young,9000000.0,male,gb,1985-07-09,37.0,1.0,,,,'soccer_player',175.0
asia kate dillon,4000000.0,,,,,,,,,nan,
ashton holmes,5000000.0,male,us,1978-02-17,45.0,1.0,,,,'actor',174.0
ashton irwin,20000000.0,male,au,1994-07-07,29.0,1.0,,,,'drummer',182.0
ashton kutcher,200000000.0,male,us,1978-02-07,45.0,1.0,,,,'model',189.0
asia argento,1000000.0,female,it,1975-09-20,47.0,1.0,,,,'actor',168.00000000000003
asif ali zardari,1800000000.0,male,pk,1955-07-26,67.0,1.0,,,,'politician',
helio castroneves,40000000.0,male,br,1975-05-10,48.0,1.0,,,,'race_car_driver',173.0
asin thottumkal,16000000.0,female,in,1985-10-26,37.0,1.0,,,,'actor',163.0
aubrey o'day,4000000.0,female,us,1984-02-11,39.0,1.0,,,,'singer',163.0
atticus shaffer,4000000.0,male,us,1998-06-19,25.0,1.0,,,,'actor',112.00000000000001
audie murphy,300000.0,male,us,1925-06-20,45.0,0.0,1971-05-28,,,'actor',165.0
aubrey plaza,6000000.0,female,us,1984-06-26,39.0,1.0,,,,'actor',168.00000000000003
audley harrison,5000000.0,male,gb,1971-10-26,51.0,1.0,,,,'professional_boxer',197.0
audrey hepburn,100000000.0,female,gb,1929-05-04,63.0,0.0,1993-01-20,,,'model',170.00000000000003
audrey landers,3000000.0,female,us,1956-07-18,66.0,1.0,,,,'singer',160.0
audrey meadows,3000000.0,female,us,1922-02-08,73.0,0.0,1996-02-03,,,'banker',168.00000000000003
audra mcdonald,2000000.0,female,us,1970-07-03,53.0,1.0,,,,'singer',172.0
audrey tautou,20000000.0,female,fr,1976-08-09,46.0,1.0,,,,'actor',160.0
audrina patridge,5000000.0,female,us,1985-05-09,38.0,1.0,,,,'actor',171.0
august alsina,4000000.0,male,us,1992-09-03,30.0,1.0,,,,'singer',
aurora perrineau,3000000.0,,,,,,,,,nan,
austin butler,4000000.0,male,us,1991-08-17,31.0,1.0,,,,'actor',183.0
austin nichols,4000000.0,male,us,1980-04-24,43.0,1.0,,,,'actor',191.0
austin mahone,5000000.0,male,us,1996-04-04,27.0,1.0,,,,'singer',178.0
autumn reeser,3000000.0,female,us,1980-09-21,42.0,1.0,,,,'actor',163.0
ava gardner,200000.0,female,us,1922-12-24,67.0,0.0,1990-01-25,,,'actor',168.00000000000003
avan jogia,1000000.0,male,ca,1992-02-09,31.0,1.0,,,,'actor',178.0
ava max,3000000.0,,,,,,,,,nan,
avani gregg,3000000.0,,,,,,,,,nan,
avril lavigne,60000000.0,female,ca,1984-09-27,38.0,1.0,,,,'singer-songwriter',155.0
avicii,50000000.0,male,se,1989-09-08,28.0,0.0,2018-04-20,,,'disc_jockey',
axl rose,200000000.0,male,us,1962-02-06,61.0,1.0,,,,'singer',175.0
awkwafina,4000000.0,,,,,,,,,nan,
ayelet zurer,5000000.0,female,il,1969-06-28,54.0,1.0,,,,'actor',169.0
azealia banks,3000000.0,female,us,1991-05-31,32.0,1.0,,,,'rapper',170.00000000000003
aziz ansari,20000000.0,male,us,1983-02-23,40.0,1.0,,,,'comedian',168.00000000000003
babe ruth,800000.0,male,us,1895-02-06,53.0,0.0,1948-08-16,,,'baseball_player',188.0
bailee madison,6000000.0,female,us,1999-10-15,23.0,1.0,,,,'actor',165.0
baby ariel,6000000.0,,,,,,,,,nan,
bad bunny,16000000.0,,,,,,,,,nan,
bai ling,3000000.0,female,cn,1966-10-10,56.0,1.0,,,,'actor',160.0
nandamuri balakrishna,10000000.0,male,in,1960-06-10,63.0,1.0,,,,'actor',174.0
bam margera,20000000.0,male,us,1979-09-28,43.0,1.0,,,,'stunt_performer',173.0
balthazar getty,200000000.0,male,us,1975-01-22,48.0,1.0,,,,'actor',183.0
bar refaeli,25000000.0,female,il,1985-06-04,38.0,1.0,,,,'fashion_model',174.0
barack obama,70000000.0,male,us,1961-08-04,61.0,1.0,,,,'politician',185.0
barbara bach,20000000.0,female,us,1947-08-27,75.0,1.0,,,,'model',170.00000000000003
barbara carrera,15000000.0,female,us,1944-09-01,78.0,1.0,,,,'model',175.0
barbara hale,3000000.0,female,us,1922-04-18,94.0,0.0,2017-01-26,,,'actor',165.0
barbara eden,10000000.0,female,us,1931-08-23,91.0,1.0,,,,'singer',162.0
barbara hershey,12000000.0,female,us,1948-02-05,75.0,1.0,,,,'actor',165.0
barbara feldon,3000000.0,female,us,1933-03-12,90.0,1.0,,,,'model',175.0
barbara niven,8000000.0,female,us,1953-02-26,70.0,1.0,,,,'actor',165.0
barbara palvin,6000000.0,female,hu,1993-10-08,29.0,1.0,,,,'model',175.0
barbara stanwyck,1000000.0,female,us,1907-07-16,82.0,0.0,1990-01-20,,,'actor',165.0
barbara windsor,13000000.0,female,gb,1937-08-06,83.0,0.0,2020-12-10,,,'actor',150.0
barbi benton,20000000.0,female,us,1950-01-28,73.0,1.0,,,,'singer',160.0
barkhad abdi,100000.0,male,us,1985-04-10,38.0,1.0,,,,'actor',
barbara walters,170000000.0,female,us,1929-09-25,93.0,1.0,,,,'journalist',165.0
barbra streisand,400000000.0,female,us,1942-04-24,81.0,1.0,,,,'film_director',165.0
barrett foa,3000000.0,male,us,1977-09-18,45.0,1.0,,,,'actor',
barry bostwick,3000000.0,male,us,1945-02-24,78.0,1.0,,,,'actor',193.00000000000003
barry corbin,4000000.0,male,us,1940-10-16,82.0,1.0,,,,'actor',180.0
barry gibb,140000000.0,male,us,1946-09-01,76.0,1.0,,,,'singer',180.0
barry manilow,100000000.0,male,us,1943-06-17,80.0,1.0,,,,'singer-songwriter',183.0
barry pepper,10000000.0,male,ca,1970-04-04,53.0,1.0,,,,'actor',178.0
barry humphries,12000000.0,male,au,1934-02-17,89.0,1.0,,,,'actor',
barry van dyke,6000000.0,male,us,1951-07-31,71.0,1.0,,,,'actor',
barry watson,1000000.0,male,us,1974-04-23,49.0,1.0,,,,'actor',182.0
barry white,20000000.0,male,us,1944-09-12,58.0,0.0,2003-07-04,,,'record_producer',192.0
barry williams,6000000.0,male,us,1954-09-30,68.0,1.0,,,,'actor',180.0
bea arthur,25000000.0,female,us,1922-05-13,86.0,0.0,2009-04-25,,,'actor',177.0
beanie feldstein,3000000.0,,,,,,,,,nan,
bd wong,8000000.0,male,us,1960-10-24,62.0,1.0,,,,'actor',165.0
bear grylls,25000000.0,male,gb,1974-06-07,49.0,1.0,,,,'writer',183.0
beau bridges,16000000.0,male,us,1941-12-09,81.0,1.0,,,,'actor',178.0
becca tobin,3000000.0,female,us,1986-01-18,37.0,1.0,,,,'actor',157.0
beck hansen,15000000.0,male,us,1970-07-08,53.0,1.0,,,,'songwriter',171.0
becki newton,2000000.0,female,us,1978-07-04,45.0,1.0,,,,'actor',157.0
beau mirchoff,2000000.0,male,ca,1989-01-13,34.0,1.0,,,,'actor',185.0
bebe neuwirth,10000000.0,female,us,1958-12-31,64.0,1.0,,,,'singer',163.0
bebe rexha,5000000.0,,,,,,,,,nan,
becky lynch,4000000.0,,,,,,,,,nan,
beetlejuice,200000.0,male,us,1968-06-02,55.0,1.0,,,,'comedian',129.0
behati prinsloo,9000000.0,female,na,1989-05-16,34.0,1.0,,,,'fashion_model',180.0
becky g,7000000.0,female,us,1997-03-02,26.0,1.0,,,,'rapper',150.0
belinda carlisle,16000000.0,female,us,1958-08-17,64.0,1.0,,,,'singer',170.00000000000003
bella hadid,25000000.0,,,,,,,,,nan,
bellamy young,4000000.0,female,us,1970-02-19,53.0,1.0,,,,'actor',
ben affleck,150000000.0,male,us,1972-08-15,50.0,1.0,,,,'actor',192.0
ben barnes,2000000.0,male,gb,1981-08-20,41.0,1.0,,,,'actor',185.0
bella thorne,12000000.0,female,us,1997-10-08,25.0,1.0,,,,'model',173.0
ben cross,4000000.0,male,gb,1947-12-16,75.0,1.0,,,,'actor',180.0
ben elton,3000000.0,male,gb,1959-05-03,64.0,1.0,,,,'novelist',
ben browder,3000000.0,male,us,1962-12-11,60.0,1.0,,,,'actor',185.0
ben chaplin,500000.0,male,gb,1969-07-31,53.0,1.0,,,,'actor',180.0
ben feldman,1500000.0,male,us,1980-05-27,43.0,1.0,,,,'actor',173.0
ben hardy,4000000.0,,,,,,,,,nan,
ben johnson,2000000.0,male,ca,1961-12-30,61.0,1.0,,,,'track_and_field_athlete',178.0
ben foster,12000000.0,male,us,1980-10-29,42.0,1.0,,,,'actor',175.0
ben kingsley,60000000.0,male,gb,1943-12-31,79.0,1.0,,,,'actor',173.0
ben miller,5000000.0,male,gb,1966-02-24,57.0,1.0,,,,'actor',175.0
ben murphy,4000000.0,male,us,1942-03-06,81.0,1.0,,,,'actor',179.0
ben mckenzie,13000000.0,male,us,1978-09-12,44.0,1.0,,,,'actor',174.0
ben mendelsohn,9000000.0,male,au,1969-04-03,54.0,1.0,,,,'actor',
ben platt,3000000.0,,,,,,,,,nan,
ben schwartz,3000000.0,male,us,1981-09-15,41.0,1.0,,,,'actor',
ben shephard,5000000.0,male,gb,1974-12-11,48.0,1.0,,,,'presenter',
ben simmons,6000000.0,,,,,,,,,nan,
ben stein,20000000.0,male,us,1944-11-25,78.0,1.0,,,,'lawyer',180.0
