name,gender,occupation,height,details
alex o'loughlin,male,"{""actor"", ""writer""}",188.0,"{""net_worth"": 25000000.0, ""birthday"": ""1976-08-24"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
alex pettyfer,male,"{""model"", ""actor""}",181.0,"{""net_worth"": 3500000.0, ""birthday"": ""1990-04-10"", ""age"": 33.0, ""is_alive"": 1.0, ""death"": null}"
alex rodriguez,male,"{""baseball_player"", ""actor"", ""athlete""}",190.0,"{""net_worth"": 350000000.0, ""birthday"": ""1975-07-27"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
alex turner,male,"{""singer"", ""guitarist"", ""songwriter"", ""musician"", ""composer""}",177.0,"{""net_worth"": 25000000.0, ""birthday"": ""1986-01-06"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
alex wolff,male,"{""drummer"", ""actor"", ""songwriter"", ""musician"", ""composer"", ""guitarist"", ""keyboard_player""}",140.0,"{""net_worth"": 3000000.0, ""birthday"": ""1997-11-01"", ""age"": 25.0, ""is_alive"": 1.0, ""death"": null}"
alexa chung,female,"{""presenter"", ""model"", ""editor""}",173.0,"{""net_worth"": 12000000.0, ""birthday"": ""1983-11-05"", ""age"": 39.0, ""is_alive"": 1.0, ""death"": null}"
alexa davalos,female,"{""actor""}",170.0,"{""net_worth"": 4000000.0, ""birthday"": ""1982-05-28"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
alexa vega,female,"{""actor"", ""singer""}",155.0,"{""net_worth"": 8000000.0, ""birthday"": ""1988-08-27"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
alexander armstrong,male,"{""presenter"", ""actor"", ""comedian"", ""television_producer"", ""screenwriter""}",191.0,"{""net_worth"": 5000000.0, ""birthday"": ""1970-03-02"", ""age"": 53.0, ""is_alive"": 1.0, ""death"": null}"
alexander ludwig,male,"{""actor"", ""model"", ""singer-songwriter"", ""voice_actor""}",188.0,"{""net_worth"": 3000000.0, ""birthday"": ""1992-05-07"", ""age"": 31.0, ""is_alive"": 1.0, ""death"": null}"
alexander siddig,male,"{""actor""}",182.0,"{""net_worth"": 3000000.0, ""birthday"": ""1965-11-21"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
alexander skarsgard,male,"{""actor"", ""film_director""}",194.0,"{""net_worth"": 12000000.0, ""birthday"": ""1976-08-25"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
alexandra breckenridge,female,"{""actor"", ""photographer"", ""voice_actor""}",170.0,"{""net_worth"": 2000000.0, ""birthday"": ""1982-05-15"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
alexandra burke,female,"{""singer"", ""singer-songwriter"", ""model"", ""dancer""}",162.0,"{""net_worth"": 8000000.0, ""birthday"": ""1988-08-25"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
alexandra daddario,female,"{""actor"", ""model""}",173.0,"{""net_worth"": 8000000.0, ""birthday"": ""1986-03-16"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
alexandra paul,female,"{""swimmer"", ""actor"", ""athlete""}",178.0,"{""net_worth"": 4000000.0, ""birthday"": ""1963-07-29"", ""age"": 59.0, ""is_alive"": 1.0, ""death"": null}"
alexei sayle,male,"{""actor"", ""comedian"", ""screenwriter"", ""author""}",180.0,"{""net_worth"": 6000000.0, ""birthday"": ""1952-08-07"", ""age"": 70.0, ""is_alive"": 1.0, ""death"": null}"
alexis bledel,female,"{""actor"", ""model"", ""film_producer""}",170.0,"{""net_worth"": 6000000.0, ""birthday"": ""1981-09-16"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
alexis denisof,male,"{""actor"", ""voice_actor""}",186.0,"{""net_worth"": 2000000.0, ""birthday"": ""1966-02-25"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
alexis dziena,female,"{""actor""}",157.0,"{""net_worth"": 3000000.0, ""birthday"": ""1984-07-08"", ""age"": 39.0, ""is_alive"": 1.0, ""death"": null}"
alexis sanchez,male,"{""soccer_player""}",169.0,"{""net_worth"": 50000000.0, ""birthday"": ""1988-12-19"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
alfie allen,male,"{""actor""}",175.0,"{""net_worth"": 6000000.0, ""birthday"": ""1986-09-12"", ""age"": 36.0, ""is_alive"": 1.0, ""death"": null}"
alfonso cuaron,male,"{""screenwriter"", ""film_director"", ""film_producer"", ""film_editor"", ""cinematographer"", ""television_director"", ""actor""}",182.0,"{""net_worth"": 50000000.0, ""birthday"": ""1961-11-28"", ""age"": 61.0, ""is_alive"": 1.0, ""death"": null}"
alfonso ribeiro,male,"{""actor"", ""television_director"", ""comedian"", ""game_show_host"", ""dancer"", ""singer"", ""voice_actor""}",168.0,"{""net_worth"": 7000000.0, ""birthday"": ""1971-09-21"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
alfre woodard,female,"{""actor"", ""film_producer"", ""voice_actor""}",160.0,"{""net_worth"": 13000000.0, ""birthday"": ""1952-11-08"", ""age"": 70.0, ""is_alive"": 1.0, ""death"": null}"
alfred enoch,male,"{""actor""}",184.0,"{""net_worth"": 3000000.0, ""birthday"": ""1988-12-02"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
alfred hitchcock,male,"{""film_director"", ""actor"", ""film_producer"", ""screenwriter"", ""television_director"", ""television_producer"", ""film_art_director"", ""film_editor"", ""writer""}",170.0,"{""net_worth"": 200000000.0, ""birthday"": ""1899-08-13"", ""age"": 80.0, ""is_alive"": 0.0, ""death"": ""1980-04-29""}"
alfred molina,male,"{""actor"", ""television_producer"", ""voice_actor"", ""film_producer""}",189.0,"{""net_worth"": 8000000.0, ""birthday"": ""1953-05-24"", ""age"": 70.0, ""is_alive"": 1.0, ""death"": null}"
ali fedotowsky,female,"{""actor""}",170.0,"{""net_worth"": 600000.0, ""birthday"": ""1984-09-16"", ""age"": 38.0, ""is_alive"": 1.0, ""death"": null}"
ali landry,female,"{""actor"", ""model""}",175.0,"{""net_worth"": 6000000.0, ""birthday"": ""1973-07-21"", ""age"": 49.0, ""is_alive"": 1.0, ""death"": null}"
ali larter,female,"{""actor"", ""model""}",173.0,"{""net_worth"": 10000000.0, ""birthday"": ""1976-02-28"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
ali macgraw,female,"{""actor"", ""model"", ""author"", ""activist""}",177.0,"{""net_worth"": 6000000.0, ""birthday"": ""1939-04-01"", ""age"": 84.0, ""is_alive"": 1.0, ""death"": null}"
alia bhatt,female,"{""actor"", ""model""}",168.0,"{""net_worth"": 10000000.0, ""birthday"": ""1993-03-15"", ""age"": 30.0, ""is_alive"": 1.0, ""death"": null}"
alia shawkat,female,"{""actor""}",166.0,"{""net_worth"": 4000000.0, ""birthday"": ""1989-04-18"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
alice braga,female,"{""actor""}",163.0,"{""net_worth"": 2000000.0, ""birthday"": ""1983-04-15"", ""age"": 40.0, ""is_alive"": 1.0, ""death"": null}"
alice cooper,male,"{""singer"", ""actor"", ""disc_jockey"", ""singer-songwriter"", ""guitarist"", ""musician"", ""film_score_composer""}",177.0,"{""net_worth"": 50000000.0, ""birthday"": ""1948-02-04"", ""age"": 75.0, ""is_alive"": 1.0, ""death"": null}"
alice evans,female,"{""actor""}",173.0,"{""net_worth"": 5000000.0, ""birthday"": ""1971-08-02"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
alice eve,female,"{""actor""}",166.0,"{""net_worth"": 6000000.0, ""birthday"": ""1982-02-06"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
alicia keys,female,"{""musician"", ""record_producer"", ""singer-songwriter"", ""actor"", ""pianist""}",168.0,"{""net_worth"": 150000000.0, ""birthday"": ""1981-01-25"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
alicia silverstone,female,"{""model"", ""actor"", ""television_producer"", ""author"", ""activist"", ""film_producer"", ""voice_actor""}",165.0,"{""net_worth"": 20000000.0, ""birthday"": ""1976-10-04"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
alicia vikander,female,"{""actor"", ""dancer""}",166.0,"{""net_worth"": 8000000.0, ""birthday"": ""1988-10-03"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
alicia witt,female,"{""actor"", ""singer"", ""model"", ""songwriter"", ""pianist"", ""screenwriter"", ""film_producer"", ""film_score_composer""}",173.0,"{""net_worth"": 4000000.0, ""birthday"": ""1975-08-21"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
alisan porter,female,"{""actor"", ""singer""}",153.0,"{""net_worth"": 500000.0, ""birthday"": ""1981-06-20"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
alison becker,female,"{""actor"", ""comedian""}",162.0,"{""net_worth"": 2000000.0, ""birthday"": ""1977-03-08"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
alison brie,female,"{""actor"", ""voice_actor""}",160.0,"{""net_worth"": 10000000.0, ""birthday"": ""1982-12-29"", ""age"": 40.0, ""is_alive"": 1.0, ""death"": null}"
alison doody,female,"{""actor"", ""model""}",175.0,"{""net_worth"": 25000000.0, ""birthday"": ""1966-11-11"", ""age"": 56.0, ""is_alive"": 1.0, ""death"": null}"
alison haislip,female,"{""actor"", ""television_producer"", ""journalist""}",170.0,"{""net_worth"": 500000.0, ""birthday"": ""1981-02-06"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
alison lohman,female,"{""actor""}",157.0,"{""net_worth"": 5000000.0, ""birthday"": ""1979-09-18"", ""age"": 43.0, ""is_alive"": 1.0, ""death"": null}"
alison pill,female,"{""actor"", ""voice_actor""}",168.0,"{""net_worth"": 2000000.0, ""birthday"": ""1985-11-27"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
alison sweeney,female,"{""actor""}",162.0,"{""net_worth"": 9000000.0, ""birthday"": ""1976-09-19"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
alistair overeem,male,null,196.0,"{""net_worth"": 10000000.0, ""birthday"": ""1980-05-17"", ""age"": 43.0, ""is_alive"": 1.0, ""death"": null}"
allen covert,male,"{""comedian"", ""actor"", ""film_producer"", ""writer"", ""screenwriter"", ""songwriter"", ""film_score_composer"", ""voice_actor""}",175.0,"{""net_worth"": 10000000.0, ""birthday"": ""1964-10-13"", ""age"": 58.0, ""is_alive"": 1.0, ""death"": null}"
allen iverson,male,"{""basketball_player"", ""rapper"", ""athlete""}",183.0,"{""net_worth"": 1000000.0, ""birthday"": ""1975-06-07"", ""age"": 48.0, ""is_alive"": 1.0, ""death"": null}"
allen payne,male,"{""actor""}",185.0,"{""net_worth"": 5000000.0, ""birthday"": ""1968-07-07"", ""age"": 55.0, ""is_alive"": 1.0, ""death"": null}"
alley mills,female,"{""actor""}",165.0,"{""net_worth"": 4000000.0, ""birthday"": ""1951-05-09"", ""age"": 72.0, ""is_alive"": 1.0, ""death"": null}"
allison janney,female,"{""actor"", ""voice_actor"", ""musician""}",183.0,"{""net_worth"": 14000000.0, ""birthday"": ""1959-11-19"", ""age"": 63.0, ""is_alive"": 1.0, ""death"": null}"
allison mack,female,"{""actor"", ""voice_actor"", ""television_director"", ""film_producer""}",165.0,"{""net_worth"": 2000000.0, ""birthday"": ""1982-07-29"", ""age"": 40.0, ""is_alive"": 1.0, ""death"": null}"
allison munn,female,"{""actor""}",160.0,"{""net_worth"": 2000000.0, ""birthday"": ""1974-10-07"", ""age"": 48.0, ""is_alive"": 1.0, ""death"": null}"
allison tolman,female,"{""actor""}",168.0,"{""net_worth"": 3000000.0, ""birthday"": ""1981-11-18"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
allison williams,female,"{""actor"", ""comedian"", ""musician""}",167.0,"{""net_worth"": 5000000.0, ""birthday"": ""1987-11-30"", ""age"": 35.0, ""is_alive"": 1.0, ""death"": null}"
ally sheedy,female,"{""actor"", ""author""}",165.0,"{""net_worth"": 6000000.0, ""birthday"": ""1962-06-13"", ""age"": 61.0, ""is_alive"": 1.0, ""death"": null}"
ally walker,female,"{""actor"", ""film_producer"", ""film_director"", ""screenwriter""}",178.0,"{""net_worth"": 8000000.0, ""birthday"": ""1961-08-25"", ""age"": 61.0, ""is_alive"": 1.0, ""death"": null}"
alona tal,female,"{""actor"", ""singer"", ""voice_actor""}",163.0,"{""net_worth"": 600000.0, ""birthday"": ""1983-10-20"", ""age"": 39.0, ""is_alive"": 1.0, ""death"": null}"
alton brown,male,"{""tv_chef"", ""chef"", ""actor"", ""author"", ""tv_personality"", ""cinematographer"", ""commentator"", ""screenwriter"", ""television_director""}",182.0,"{""net_worth"": 13000000.0, ""birthday"": ""1962-07-30"", ""age"": 60.0, ""is_alive"": 1.0, ""death"": null}"
aly michalka,female,"{""singer"", ""actor"", ""songwriter"", ""guitarist"", ""musician"", ""singer-songwriter"", ""dancer"", ""model""}",173.0,"{""net_worth"": 2000000.0, ""birthday"": ""1989-03-25"", ""age"": 34.0, ""is_alive"": 1.0, ""death"": null}"
alyson hannigan,female,"{""actor""}",165.0,"{""net_worth"": 40000000.0, ""birthday"": ""1974-03-24"", ""age"": 49.0, ""is_alive"": 1.0, ""death"": null}"
alyson stoner,female,"{""model"", ""actor"", ""singer"", ""voice_actor"", ""dancer"", ""choreographer"", ""singer-songwriter""}",157.0,"{""net_worth"": 1500000.0, ""birthday"": ""1993-08-11"", ""age"": 29.0, ""is_alive"": 1.0, ""death"": null}"
alyssa campanella,female,null,174.0,"{""net_worth"": 300000.0, ""birthday"": ""1990-03-21"", ""age"": 33.0, ""is_alive"": 1.0, ""death"": null}"
alyssa milano,female,"{""singer"", ""actor"", ""television_producer"", ""businessperson""}",157.0,"{""net_worth"": 10000000.0, ""birthday"": ""1972-12-19"", ""age"": 50.0, ""is_alive"": 1.0, ""death"": null}"
amaia salamanca,female,"{""actor"", ""model""}",167.0,"{""net_worth"": 3000000.0, ""birthday"": ""1986-03-28"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
amanda bearse,female,"{""actor"", ""comedian"", ""television_director""}",162.0,"{""net_worth"": 16000000.0, ""birthday"": ""1958-08-09"", ""age"": 64.0, ""is_alive"": 1.0, ""death"": null}"
amanda blake,female,"{""actor""}",167.0,"{""net_worth"": 500000.0, ""birthday"": ""1929-02-20"", ""age"": 60.0, ""is_alive"": 0.0, ""death"": ""1989-08-16""}"
amanda bynes,female,"{""singer"", ""actor"", ""fashion_designer"", ""voice_actor""}",170.0,"{""net_worth"": 3000000.0, ""birthday"": ""1986-04-03"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
amanda crew,female,"{""actor""}",178.0,"{""net_worth"": 2000000.0, ""birthday"": ""1986-06-05"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
amanda detmer,female,"{""actor""}",163.0,"{""net_worth"": 2500000.0, ""birthday"": ""1971-09-27"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
amanda holden,female,"{""actor"", ""presenter"", ""singer""}",162.0,"{""net_worth"": 6000000.0, ""birthday"": ""1971-02-16"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
amanda pays,female,"{""actor"", ""designer"", ""presenter""}",170.0,"{""net_worth"": 8000000.0, ""birthday"": ""1959-06-06"", ""age"": 64.0, ""is_alive"": 1.0, ""death"": null}"
amanda peet,female,"{""actor"", ""voice_actor""}",170.0,"{""net_worth"": 100000000.0, ""birthday"": ""1972-01-11"", ""age"": 51.0, ""is_alive"": 1.0, ""death"": null}"
amanda peterson,female,"{""actor""}",163.0,"{""net_worth"": 50000.0, ""birthday"": ""1971-07-08"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
amanda plummer,female,"{""actor"", ""voice_actor""}",163.0,"{""net_worth"": 2000000.0, ""birthday"": ""1957-03-23"", ""age"": 66.0, ""is_alive"": 1.0, ""death"": null}"
amanda righetti,female,"{""actor""}",174.0,"{""net_worth"": 3000000.0, ""birthday"": ""1983-04-04"", ""age"": 40.0, ""is_alive"": 1.0, ""death"": null}"
amanda seyfried,female,"{""actor"", ""singer"", ""model""}",161.0,"{""net_worth"": 12000000.0, ""birthday"": ""1985-12-03"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
amanda tapping,female,"{""actor"", ""television_director"", ""television_producer""}",175.0,"{""net_worth"": 5000000.0, ""birthday"": ""1965-08-28"", ""age"": 57.0, ""is_alive"": 1.0, ""death"": null}"
amanda wyss,female,"{""actor""}",162.0,"{""net_worth"": 600000.0, ""birthday"": ""1960-11-24"", ""age"": 62.0, ""is_alive"": 1.0, ""death"": null}"
amandla stenberg,female,"{""actor"", ""model""}",142.0,"{""net_worth"": 2000000.0, ""birthday"": ""1998-10-23"", ""age"": 24.0, ""is_alive"": 1.0, ""death"": null}"
amar'e stoudemire,male,"{""basketball_player"", ""actor""}",211.0,"{""net_worth"": 70000000.0, ""birthday"": ""1982-11-16"", ""age"": 40.0, ""is_alive"": 1.0, ""death"": null}"
amaury nolasco,male,"{""actor""}",179.0,"{""net_worth"": 2000000.0, ""birthday"": ""1970-12-24"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
amber benson,female,"{""film_director"", ""actor"", ""screenwriter"", ""film_producer"", ""writer""}",163.0,"{""net_worth"": 3000000.0, ""birthday"": ""1977-01-08"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
amber heard,female,"{""actor"", ""model""}",173.0,"{""net_worth"": 8000000.0, ""birthday"": ""1986-04-22"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
amber lancaster,female,null,165.0,"{""net_worth"": 500000.0, ""birthday"": ""1980-09-19"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
amber marshall,female,"{""actor""}",165.0,"{""net_worth"": 2000000.0, ""birthday"": ""1988-06-02"", ""age"": 35.0, ""is_alive"": 1.0, ""death"": null}"
amber riley,female,"{""actor"", ""singer-songwriter""}",160.0,"{""net_worth"": 2000000.0, ""birthday"": ""1986-02-15"", ""age"": 37.0, ""is_alive"": 1.0, ""death"": null}"
amber rose,female,"{""model"", ""actor"", ""musician"", ""socialite""}",173.0,"{""net_worth"": 12000000.0, ""birthday"": ""1983-10-21"", ""age"": 39.0, ""is_alive"": 1.0, ""death"": null}"
amber smith,female,"{""fashion_model"", ""actor"", ""supermodel"", ""spokesperson""}",175.0,"{""net_worth"": 13000000.0, ""birthday"": ""1971-03-02"", ""age"": 52.0, ""is_alive"": 1.0, ""death"": null}"
amber stevens,female,"{""actor"", ""model""}",175.0,"{""net_worth"": 3000000.0, ""birthday"": ""1986-10-07"", ""age"": 36.0, ""is_alive"": 1.0, ""death"": null}"
amber tamblyn,female,"{""actor"", ""poet"", ""film_producer""}",170.0,"{""net_worth"": 3000000.0, ""birthday"": ""1983-05-14"", ""age"": 40.0, ""is_alive"": 1.0, ""death"": null}"
amber valletta,female,"{""model"", ""actor"", ""spokesperson""}",175.0,"{""net_worth"": 16000000.0, ""birthday"": ""1974-02-09"", ""age"": 49.0, ""is_alive"": 1.0, ""death"": null}"
ameesha patel,female,"{""actor"", ""film_producer""}",159.0,"{""net_worth"": 30000000.0, ""birthday"": ""1976-06-09"", ""age"": 47.0, ""is_alive"": 1.0, ""death"": null}"
amelia heinle,female,"{""actor""}",168.0,"{""net_worth"": 4000000.0, ""birthday"": ""1973-03-17"", ""age"": 50.0, ""is_alive"": 1.0, ""death"": null}"
amelia warner,female,"{""actor"", ""singer"", ""songwriter""}",168.0,"{""net_worth"": 3000000.0, ""birthday"": ""1982-06-04"", ""age"": 41.0, ""is_alive"": 1.0, ""death"": null}"
amelle berrabah,female,"{""singer"", ""songwriter"", ""singer-songwriter""}",157.0,"{""net_worth"": 6000000.0, ""birthday"": ""1984-04-22"", ""age"": 39.0, ""is_alive"": 1.0, ""death"": null}"
america ferrera,female,"{""actor"", ""film_producer"", ""voice_actor""}",155.0,"{""net_worth"": 16000000.0, ""birthday"": ""1984-04-18"", ""age"": 39.0, ""is_alive"": 1.0, ""death"": null}"
amir blumenfeld,male,"{""actor"", ""comedian"", ""screenwriter"", ""television_editor""}",178.0,"{""net_worth"": 700000.0, ""birthday"": ""1983-01-18"", ""age"": 40.0, ""is_alive"": 1.0, ""death"": null}"
amir khan,male,null,176.0,"{""net_worth"": 40000000.0, ""birthday"": ""1986-12-08"", ""age"": 36.0, ""is_alive"": 1.0, ""death"": null}"
amitabh bachchan,male,"{""actor"", ""musician"", ""presenter"", ""film_producer"", ""singer"", ""voice_actor"", ""television_presenter"", ""playback_singer""}",185.0,"{""net_worth"": 400000000.0, ""birthday"": ""1942-10-11"", ""age"": 80.0, ""is_alive"": 1.0, ""death"": null}"
amrita rao,female,"{""model"", ""actor""}",165.0,"{""net_worth"": 20000000.0, ""birthday"": ""1981-06-07"", ""age"": 42.0, ""is_alive"": 1.0, ""death"": null}"
amy acker,female,"{""actor"", ""voice_actor"", ""model""}",173.0,"{""net_worth"": 2000000.0, ""birthday"": ""1976-12-05"", ""age"": 46.0, ""is_alive"": 1.0, ""death"": null}"
